vino,bodega,precio,fecha
Adrianna Vineyard - River Stones - Malbec 2013,Catena Zapata (Ediciones limitadas),17550,2019-05-01
Adrianna Vineyard - River Stones - Malbec 2014,Catena Zapata (Ediciones limitadas),15930,2019-05-01
Adrianna Vineyard - River Stones - Malbec 2015,Catena Zapata (Ediciones limitadas),14526,2019-05-01
Don Malbec,Escorihuela Gascón,5880,2019-05-01
Miguel Escorihuela Gascon Malbec,Escorihuela Gascón,3920,2019-05-01
Pequeñas Producciones Malbec,Escorihuela Gascón,2114,2019-05-01
Pequeñas Producciones Cabernet Sauvignon,Escorihuela Gascón,2114,2019-05-01
Pequeñas Producciones Syrah,Escorihuela Gascón,2114,2019-05-01
Pequeñas Producciones Chardonnay,Escorihuela Gascón,2114,2019-05-01
Coleccion Rutini Malbec x 375 ml.,La Rural,4838,2019-05-01
Colección Rutini Cabernet - Malbec x 375 ml.,La Rural,3292,2019-05-01
Trumpeter Malbec x 375 ml.,La Rural,1881,2019-05-01
Luigi Bosca Icono 2008,Luigi Bosca,25500,2019-05-01
Luigi Bosca Icono 2010,Luigi Bosca,15000,2019-05-01
Finca Los Nobles Cabernet Bouchet,Luigi Bosca,5700,2019-05-01
Finca Los Nobles Malbec Verdot,Luigi Bosca,5700,2019-05-01
Finca Los Nobles Chardonnay,Luigi Bosca,2850,2019-05-01
Luigi Bosca Boheme Brut Nature,Luigi Bosca,4500,2019-05-01
Luigi Bosca Malbec x 375 ml.,Luigi Bosca,3420,2019-05-01
Finca La Linda Malbec x 375 ml.,Luigi Bosca,1980,2019-05-01
Alta Vista Premium Malbec x 375 ml.,Alta Vista,2175,2019-05-01
Nieto Senetiner Brut Nature x 375,Bodega Nieto Senetiner,1961,2019-05-01
Nieto Senetiner Brut Nature x 187,Bodega Nieto Senetiner,2226,2019-05-01
Proyecto Las Compuertas - Malbec 5 Suelos,Durigutti,1485,2019-05-01
Casarena DNA Malbec,Casarena,2608,2019-05-01
Cruzat Larrain Milesimee 2006,Bodega Cruzat Larrain,4830,2019-05-01
RJ Distinto,Bodega Joffre e Hijas,5740,2019-05-01
RJ Malbec,Bodega Joffre e Hijas,5180,2019-05-01
Sophenia Roberto L,Finca Sophenia,4200,2019-05-01
Septima Gran Malbec,Séptima,7000,2019-05-01
Rosell Boher Grand Cuvee 70 meses sobre Lías,Bodega Rosell Boher,10440,2019-05-01
Vicentin Maldito Malbec,Vicentín Family Wines,3418,2019-05-01
Doña Paula Estate Malbec x 375 ml.,Doña Paula,2016,2019-05-01
Altimus,El Esteco,1152,2019-05-01
Chañar Punco,El Esteco,1097,2019-05-01
Yacuil Malbec 2013,Tacuil – Familia Dávalos,2210,2019-05-01
Yacuil Malbec 2015,Tacuil – Familia Dávalos,2040,2019-05-01
Noemia Malbec 2016,Noemía,3600,2019-05-01
Noemía Malbec 2015,Noemía,3600,2019-05-01
