vino,bodega,precio,fecha
D.V. Catena Cabernet - Syrah,Catena Zapata,555,2019-10-01
D.V. Catena Chardonnay - Chardonnay,Catena Zapata,536,2019-10-01
Nicolas Catena Zapata 2015,Catena Zapata (Ediciones limitadas),3870,2019-10-01
Catena Zapata Malbec Argentino 2015,Catena Zapata (Ediciones limitadas),4680,2019-10-01
Catena Zapata Malbec Argentino 2017,Catena Zapata (Ediciones limitadas),3870,2019-10-01
Adrianna Vineyard - River Stones - Malbec 2013,Catena Zapata (Ediciones limitadas),8118,2019-10-01
Adrianna Vineyard - River Stones - Malbec 2016,Catena Zapata (Ediciones limitadas),6039,2019-10-01
Adrianna Vineyard - Fortuna Terrae Malbec 2013,Catena Zapata (Ediciones limitadas),7821,2019-10-01
Adrianna Vineyard - Fortuna Terrae Malbec 2014,Catena Zapata (Ediciones limitadas),7078,2019-10-01
Adrianna Vineyard - Fortuna Terrae Malbec 2015,Catena Zapata (Ediciones limitadas),6435,2019-10-01
Adrianna Vineyard - Fortuna Terrae Malbec 2016,Catena Zapata (Ediciones limitadas),5841,2019-10-01
Adrianna Vineyard - White Bones - Chardonnay 2012,Catena Zapata (Ediciones limitadas),7177,2019-10-01
Adrianna Vineyard - White Bones - Chardonnay 2015,Catena Zapata (Ediciones limitadas),5395,2019-10-01
Adrianna Vineyard - White Bones - Chardonnay 2016,Catena Zapata (Ediciones limitadas),4900,2019-10-01
Adrianna Vineyard - White Bones - Chardonnay 2017,Catena Zapata (Ediciones limitadas),4455,2019-10-01
Adrianna Vineyard - White Stones - Chardonnay 2017,Catena Zapata (Ediciones limitadas),3217,2019-10-01
Don Malbec,Escorihuela Gascón,2485,2019-10-01
Miguel Escorihuela Gascon Malbec,Escorihuela Gascón,1540,2019-10-01
Pequeñas Producciones Malbec,Escorihuela Gascón,875,2019-10-01
Pequeñas Producciones Cabernet Sauvignon,Escorihuela Gascón,875,2019-10-01
Pequeñas Producciones Cabernet Franc,Escorihuela Gascón,875,2019-10-01
Pequeñas Producciones Syrah,Escorihuela Gascón,875,2019-10-01
Pequeñas Producciones Pinot Noir,Escorihuela Gascón,875,2019-10-01
Pequeñas Producciones Chardonnay,Escorihuela Gascón,875,2019-10-01
Rutini Rose de Malbec,La Rural,1486,2019-10-01
Coleccion Rutini Malbec x 375 ml.,La Rural,580,2019-10-01
Colección Rutini Cabernet - Malbec x 375 ml.,La Rural,355,2019-10-01
Trumpeter Malbec x 375 ml.,La Rural,203,2019-10-01
Luigi Bosca Icono 2008,Luigi Bosca,7425,2019-10-01
Luigi Bosca Icono 2011,Luigi Bosca,4125,2019-10-01
Finca Los Nobles Cabernet Bouchet,Luigi Bosca,1650,2019-10-01
Finca Los Nobles Malbec Verdot,Luigi Bosca,1650,2019-10-01
Finca Los Nobles Chardonnay,Luigi Bosca,825,2019-10-01
Luigi Bosca Boheme Brut Nature,Luigi Bosca,1237,2019-10-01
Luigi Bosca Malbec x 375 ml.,Luigi Bosca,345,2019-10-01
Finca La Linda Malbec x 375 ml.,Luigi Bosca,195,2019-10-01
Alta Vista Premium Malbec x 375 ml.,Alta Vista,208,2019-10-01
Nieto Senetiner Brut Nature x 375,Bodega Nieto Senetiner,208,2019-10-01
Nieto Senetiner Brut Nature x 187,Bodega Nieto Senetiner,117,2019-10-01
Casarena DNA Malbec,Casarena,1000,2019-10-01
Cruzat Larrain Milesimee 2006,Bodega Cruzat Larrain,1610,2019-10-01
RJ Distinto,Bodega Joffre e Hijas,1435,2019-10-01
RJ Malbec,Bodega Joffre e Hijas,1295,2019-10-01
Sophenia Roberto L,Finca Sophenia,1505,2019-10-01
Septima Gran Malbec,Séptima,2065,2019-10-01
Rosell Boher Grand Cuvee 70 meses sobre Lías,Bodega Rosell Boher,3150,2019-10-01
Vicentin Maldito Malbec,Vicentín Family Wines,1222,2019-10-01
Doña Paula Estate Malbec x 375 ml.,Doña Paula,182,2019-10-01
Amalaya Malbec x 375 ml.,Colomé / Amalaya,147,2019-10-01
Altimus,El Esteco,1420,2019-10-01
Chañar Punco,El Esteco,1207,2019-10-01
Yacuil Malbec 2015,Tacuil – Familia Dávalos,3170,2019-10-01
Noemia Malbec 2017,Noemía,5280,2019-10-01
