vino,bodega,precio,fecha
D.V. Catena Malbec - Malbec,Catena Zapata,566,2018-10-01
D.V. Catena Pinot Noir - Pinot Noir,Catena Zapata,562,2018-10-01
D.V. Catena Cabernet - Syrah,Catena Zapata,429,2018-10-01
D.V. Catena Malbec - Grenache,Catena Zapata,429,2018-10-01
D.V. Catena Cabernet - Malbec,Catena Zapata,429,2018-10-01
D.V. Catena Chardonnay - Chardonnay,Catena Zapata,412,2018-10-01
Saint Felicien Bonarda,Catena Zapata,348,2018-10-01
Catena Zapata Estiba Reservada 2009,Catena Zapata (Ediciones limitadas),14742,2018-10-01
Catena Zapata Estiba Reservada 2010,Catena Zapata (Ediciones limitadas),13410,2018-10-01
Catena Zapata Estiba Reservada 2013,Catena Zapata (Ediciones limitadas),10071,2018-10-01
Nicolas Catena Zapata 2014,Catena Zapata (Ediciones limitadas),2943,2018-10-01
Catena Zapata Malbec Argentino 2015,Catena Zapata (Ediciones limitadas),2632,2018-10-01
Adrianna Vineyard - White Bones - Chardonnay 2012,Catena Zapata (Ediciones limitadas),4675,2018-10-01
Adrianna Vineyard - White Bones - Chardonnay 2015,Catena Zapata (Ediciones limitadas),3514,2018-10-01
Adrianna Vineyard - White Bones - Chardonnay 2016,Catena Zapata (Ediciones limitadas),3195,2018-10-01
Adrianna Vineyard - Fortuna Terrae Malbec 2013,Catena Zapata (Ediciones limitadas),4878,2018-10-01
Adrianna Vineyard - Fortuna Terrae Malbec 2014,Catena Zapata (Ediciones limitadas),4437,2018-10-01
Adrianna Vineyard - Fortuna Terrae Malbec 2015,Catena Zapata (Ediciones limitadas),4032,2018-10-01
Adrianna Vineyard - River Stones - Malbec 2013,Catena Zapata (Ediciones limitadas),4878,2018-10-01
Adrianna Vineyard - River Stones - Malbec 2014,Catena Zapata (Ediciones limitadas),4437,2018-10-01
Adrianna Vineyard - River Stones - Malbec 2015,Catena Zapata (Ediciones limitadas),4032,2018-10-01
Adrianna Vineyard - White Stones - Chardonnay 2015,Catena Zapata (Ediciones limitadas),2475,2018-10-01
Adrianna Vineyard - White Stones - Chardonnay 2016,Catena Zapata (Ediciones limitadas),2250,2018-10-01
Don Malbec,Escorihuela Gascón,1470,2018-10-01
Miguel Escorihuela Gascon Malbec,Escorihuela Gascón,980,2018-10-01
Pequeñas Producciones Malbec,Escorihuela Gascón,528,2018-10-01
Pequeñas Producciones Cabernet Sauvignon,Escorihuela Gascón,528,2018-10-01
Pequeñas Producciones Syrah,Escorihuela Gascón,528,2018-10-01
Pequeñas Producciones Chardonnay,Escorihuela Gascón,528,2018-10-01
Colección Rutini Malbec x 375 ml.,La Rural,366,2018-10-01
Colección Rutini Cabernet - Malbec x 375 ml.,La Rural,249,2018-10-01
Trumpeter Malbec x 375 ml.,La Rural,142,2018-10-01
Luigi Bosca Icono,Luigi Bosca,3375,2018-10-01
Alta Vista Premium Malbec x 375 ml.,Alta Vista,157,2018-10-01
Casarena DNA Malbec,Casarena,869,2018-10-01
Cruzat Larrain Milesimee 2006,Bodega Cruzat Larrain,1782,2018-10-01
RJ Distinto,Bodega Joffre e Hijas,994,2018-10-01
RJ Malbec,Bodega Joffre e Hijas,910,2018-10-01
Sophenia Roberto L,Finca Sophenia,945,2018-10-01
Septima Gran Malbec,Séptima,1680,2018-10-01
Vicentin Maldito Malbec,Vicentín Family Wines,777,2018-10-01
Vicentin Colosso Malbec,Vicentín Family Wines,679,2018-10-01
Doña Paula Estate Malbec x 375 ml.,Doña Paula,144,2018-10-01
Altimus,El Esteco,966,2018-10-01
Chañar Punco,El Esteco,920,2018-10-01
Yacuil Malbec 2013,Tacuil – Familia Dávalos,2210,2018-10-01
Yacuil Malbec 2015,Tacuil – Familia Dávalos,2040,2018-10-01
Noemia Malbec 2016,Noemía,3360,2018-10-01
Noemía 2015,Noemía,3120,2018-10-01
