vino,bodega,precio,fecha
Angelica Zapata Malbec,Catena Zapata,1725,2020-05-01
Angelica Zapata Cabernet Franc,Catena Zapata,1042,2020-05-01
Angelica Zapata Cabernet Sauvignon,Catena Zapata,952,2020-05-01
Angelica Zapata Merlot,Catena Zapata,952,2020-05-01
Angelica Zapata Chardonnay,Catena Zapata,892,2020-05-01
D.V. Catena Cabernet - Cabernet,Catena Zapata,1125,2020-05-01
D.V. Catena Malbec - Malbec,Catena Zapata,937,2020-05-01
D.V. Catena Pinot Noir - Pinot Noir,Catena Zapata,825,2020-05-01
D.V. Catena Syrah - Syrah,Catena Zapata,750,2020-05-01
D.V. Catena Cabernet - Malbec,Catena Zapata,672,2020-05-01
D.V. Catena Chardonnay - Chardonnay,Catena Zapata,672,2020-05-01
Saint Felicien Bonarda,Catena Zapata,975,2020-05-01
Nicolas Catena Zapata 2016,Catena Zapata (Ediciones limitadas),4707,2020-05-01
Catena Zapata Malbec Argentino 2017,Catena Zapata (Ediciones limitadas),4707,2020-05-01
Nicola Catena Bonarda,Catena Zapata (Ediciones limitadas),2695,2020-05-01
Adrianna Vineyard - River Stones - Malbec 2016,Catena Zapata (Ediciones limitadas),7308,2020-05-01
Adrianna Vineyard - Fortuna Terrae Malbec 2013,Catena Zapata (Ediciones limitadas),9463,2020-05-01
Adrianna Vineyard - Fortuna Terrae Malbec 2016,Catena Zapata (Ediciones limitadas),7069,2020-05-01
Adrianna Vineyard - Fortuna Terrae Malbec 2015,Catena Zapata (Ediciones limitadas),7785,2020-05-01
Adrianna Vineyard - White Stones - Chardonnay 2017,Catena Zapata (Ediciones limitadas),3897,2020-05-01
Adrianna Vineyard - White Bones - Chardonnay 2012,Catena Zapata (Ediciones limitadas),8685,2020-05-01
Adrianna Vineyard - White Bones - Chardonnay 2015,Catena Zapata (Ediciones limitadas),6529,2020-05-01
Adrianna Vineyard - White Bones - Chardonnay 2016,Catena Zapata (Ediciones limitadas),5931,2020-05-01
Adrianna Vineyard - White Bones - Chardonnay 2017,Catena Zapata (Ediciones limitadas),5391,2020-05-01
The President Blend,Escorihuela Gascón,1260,2020-05-01
Pequeñas Producciones Malbec,Escorihuela Gascón,980,2020-05-01
Pequeñas Producciones Cabernet Sauvignon,Escorihuela Gascón,980,2020-05-01
Pequeñas Producciones Syrah,Escorihuela Gascón,980,2020-05-01
Pequeñas Producciones Pinot Noir,Escorihuela Gascón,980,2020-05-01
Pequeñas Producciones Chardonnay,Escorihuela Gascón,980,2020-05-01
Rutini Rose de Malbec,La Rural,1635,2020-05-01
Coleccion Rutini Malbec x 375 ml.,La Rural,639,2020-05-01
Colección Rutini Cabernet Sauvignon - Malbec x 375 ml.,La Rural,391,2020-05-01
Trumpeter Malbec x 375 ml.,La Rural,223,2020-05-01
Luigi Bosca Icono 2009,Luigi Bosca,8250,2020-05-01
Luigi Bosca Icono 2011,Luigi Bosca,4950,2020-05-01
Finca Los Nobles Cabernet Bouchet,Luigi Bosca,1980,2020-05-01
Finca Los Nobles Malbec Verdot,Luigi Bosca,1980,2020-05-01
Finca Los Nobles Chardonnay,Luigi Bosca,990,2020-05-01
Luigi Bosca Boheme Brut Nature,Luigi Bosca,1485,2020-05-01
Luigi Bosca Malbec x 375 ml.,Luigi Bosca,412,2020-05-01
Finca La Linda Malbec x 375 ml.,Luigi Bosca,232,2020-05-01
Alta Vista Premium Malbec x 375 ml.,Alta Vista,240,2020-05-01
Nieto Senetiner Brut Nature x 375,Bodega Nieto Senetiner,233,2020-05-01
Nieto Senetiner Brut Nature x 187,Bodega Nieto Senetiner,132,2020-05-01
Casarena DNA Malbec,Casarena,1000,2020-05-01
Casarena DNA Cabernet Sauvignon,Casarena,1000,2020-05-01
Cruzat Larrain Milesimee 2006,Bodega Cruzat Larrain,1750,2020-05-01
RJ Distinto,Bodega Joffre e Hijas,1750,2020-05-01
RJ Malbec,Bodega Joffre e Hijas,1610,2020-05-01
Sophenia Roberto L,Finca Sophenia,1645,2020-05-01
Rosell Boher Grand Cuvee 70 meses sobre Lías,Bodega Rosell Boher,3150,2020-05-01
Casa Boher Gran Corte,Bodega Rosell Boher,1620,2020-05-01
Vicentin Maldito Malbec,Vicentín Family Wines,1466,2020-05-01
Doña Paula Estate Malbec x 375 ml.,Doña Paula,210,2020-05-01
Amalaya Malbec x 375 ml.,Colomé / Amalaya,147,2020-05-01
Altimus,El Esteco,1761,2020-05-01
Chañar Punco,El Esteco,1502,2020-05-01
Yacuil Malbec 2015,Tacuil – Familia Dávalos,3170,2020-05-01
Noemia Malbec 2017,Noemía,6960,2020-05-01
