vino,bodega,precio,fecha
Santa Julia Espumante Classic Cuvee x 187,Familia Zuccardi,101,2019-08-01
Las Perdices Malbec x 375 ml.,Viña Las Perdices,149,2019-08-01
Nicola Catena Bonarda,Catena Zapata,1695,2019-08-01
D.V. Catena Adrianna Malbec Gualtallary,Catena Zapata,1282,2019-08-01
D.V. Catena Nicasia Malbec Altamira,Catena Zapata,1200,2019-08-01
D.V. Catena La Piramide Cabernet Sauvignon Agrelo,Catena Zapata,1200,2019-08-01
D.V. Catena Espumante Nature,Catena Zapata,1012,2019-08-01
Angelica Zapata Malbec,Catena Zapata,1117,2019-08-01
Angelica Zapata Cabernet Franc,Catena Zapata,825,2019-08-01
Angelica Zapata Cabernet Sauvignon,Catena Zapata,750,2019-08-01
Angelica Zapata Merlot,Catena Zapata,750,2019-08-01
Angelica Zapata Chardonnay,Catena Zapata,675,2019-08-01
D.V. Catena Cabernet - Cabernet,Catena Zapata,885,2019-08-01
D.V. Catena Malbec - Malbec,Catena Zapata,690,2019-08-01
D.V. Catena Pinot Noir - Pinot Noir,Catena Zapata,660,2019-08-01
D.V. Catena Syrah - Syrah,Catena Zapata,600,2019-08-01
D.V. Catena Cabernet - Malbec,Catena Zapata,506,2019-08-01
D.V. Catena Cabernet - Syrah,Catena Zapata,506,2019-08-01
D.V. Catena Chardonnay - Chardonnay,Catena Zapata,487,2019-08-01
Nicolas Catena Zapata 2015,Catena Zapata (Ediciones limitadas),3420,2019-08-01
Catena Zapata Malbec Argentino 2015,Catena Zapata (Ediciones limitadas),3420,2019-08-01
Adrianna Vineyard - White Bones - Chardonnay 2012,Catena Zapata (Ediciones limitadas),5220,2019-08-01
Adrianna Vineyard - White Bones - Chardonnay 2015,Catena Zapata (Ediciones limitadas),3942,2019-08-01
Adrianna Vineyard - White Bones - Chardonnay 2016,Catena Zapata (Ediciones limitadas),3582,2019-08-01
Adrianna Vineyard - Fortuna Terrae Malbec 2013,Catena Zapata (Ediciones limitadas),5607,2019-08-01
Adrianna Vineyard - Fortuna Terrae Malbec 2014,Catena Zapata (Ediciones limitadas),5008,2019-08-01
Adrianna Vineyard - Fortuna Terrae Malbec 2015,Catena Zapata (Ediciones limitadas),4635,2019-08-01
Adrianna Vineyard - River Stones - Malbec 2013,Catena Zapata (Ediciones limitadas),5850,2019-08-01
Adrianna Vineyard - River Stones - Malbec 2014,Catena Zapata (Ediciones limitadas),5310,2019-08-01
Adrianna Vineyard - River Stones - Malbec 2015,Catena Zapata (Ediciones limitadas),4842,2019-08-01
Don Malbec,Escorihuela Gascón,2240,2019-08-01
Pequeñas Producciones Malbec,Escorihuela Gascón,770,2019-08-01
Pequeñas Producciones Cabernet Sauvignon,Escorihuela Gascón,770,2019-08-01
Pequeñas Producciones Cabernet Franc,Escorihuela Gascón,770,2019-08-01
Pequeñas Producciones Syrah,Escorihuela Gascón,770,2019-08-01
Pequeñas Producciones Pinot Noir,Escorihuela Gascón,770,2019-08-01
Pequeñas Producciones Chardonnay,Escorihuela Gascón,770,2019-08-01
Rutini Rose de Malbec,La Rural,1351,2019-08-01
Coleccion Rutini Malbec x 375 ml.,La Rural,528,2019-08-01
Colección Rutini Cabernet - Malbec x 375 ml.,La Rural,323,2019-08-01
Trumpeter Malbec x 375 ml.,La Rural,184,2019-08-01
Luigi Bosca Icono 2008,Luigi Bosca,6750,2019-08-01
Luigi Bosca Icono 2011,Luigi Bosca,3750,2019-08-01
Finca Los Nobles Cabernet Bouchet,Luigi Bosca,1500,2019-08-01
Finca Los Nobles Malbec Verdot,Luigi Bosca,1500,2019-08-01
Finca Los Nobles Chardonnay,Luigi Bosca,750,2019-08-01
Luigi Bosca Boheme Brut Nature,Luigi Bosca,1125,2019-08-01
Luigi Bosca Malbec x 375 ml.,Luigi Bosca,315,2019-08-01
Finca La Linda Malbec x 375 ml.,Luigi Bosca,180,2019-08-01
Alta Vista Premium Malbec x 375 ml.,Alta Vista,208,2019-08-01
Nieto Senetiner Brut Nature x 375,Bodega Nieto Senetiner,163,2019-08-01
Nieto Senetiner Brut Nature x 187,Bodega Nieto Senetiner,92,2019-08-01
Casarena DNA Malbec,Casarena,869,2019-08-01
Cruzat Larrain Milesimee 2006,Bodega Cruzat Larrain,1610,2019-08-01
RJ Distinto,Bodega Joffre e Hijas,1435,2019-08-01
RJ Malbec,Bodega Joffre e Hijas,1295,2019-08-01
Sophenia Roberto L,Finca Sophenia,1260,2019-08-01
Septima Gran Malbec,Séptima,2065,2019-08-01
Rosell Boher Grand Cuvee 70 meses sobre Lías,Bodega Rosell Boher,3150,2019-08-01
Vicentin Maldito Malbec,Vicentín Family Wines,940,2019-08-01
Doña Paula Estate Malbec x 375 ml.,Doña Paula,168,2019-08-01
Altimus,El Esteco,1291,2019-08-01
Chañar Punco,El Esteco,1174,2019-08-01
Yacuil Malbec 2015,Tacuil – Familia Dávalos,3170,2019-08-01
Noemia Malbec 2016,Noemía,3600,2019-08-01
