vino,bodega,precio,fecha
Laborum de Parcela Tannat Rio Seco,El Porvenir,2940,2022-05-01
Laborum de Parcela Petit Verdot Rio Seco,El Porvenir,2940,2022-05-01
Laborum de Parcela Chardonnay Los Cuises,El Porvenir,2940,2022-05-01
Laborum de Parcela Torrontes Finca El Retiro,El Porvenir,2940,2022-05-01
Pyros Limestone Hill Malbec,Pyros,9000,2022-05-01
"Inculto Malbec ""El Algarrobo"", Cafayate","Inculto, Valles Calchaquies - Pancho Lavaque & Matias Michelini",9775,2022-05-01
"Inculto Malbec ""El Abrazo"", Cafayate","Inculto, Valles Calchaquies - Pancho Lavaque & Matias Michelini",9775,2022-05-01
"Culto Sauvignon Blanc, Payogasta, Salta","Inculto, Valles Calchaquies - Pancho Lavaque & Matias Michelini",9775,2022-05-01
Zuccardi Piedra Infinita Gravascal Malbec 2016,Familia Zuccardi,42795,2022-05-01
Zuccardi Piedra Infinita Supercal Malbec 2017,Familia Zuccardi,42795,2022-05-01
Zuccardi Finca Membrillos 2016,Familia Zuccardi,25290,2022-05-01
Zuccardi Finca Canal Uco Malbec 2015,Familia Zuccardi,25290,2022-05-01
Zuccardi Finca Canal Uco Malbec 2017,Familia Zuccardi,20430,2022-05-01
Las Perdices Reserva Don Juan,Viña Las Perdices,2730,2022-05-01
Las Perdices Exploracion Gewurztraminer,Viña Las Perdices,2730,2022-05-01
Las Perdices Espumante Champenoise Brut Nature,Viña Las Perdices,1470,2022-05-01
Las Perdices Espumante Champenoise Rosado,Viña Las Perdices,1470,2022-05-01
Las Perdices Espumante Champenoise Extra Brut,Viña Las Perdices,1295,2022-05-01
Las Perdices Viognier Cosecha Tardia x 500 ml.,Viña Las Perdices,1295,2022-05-01
D.V. Catena Adrianna Malbec Tupungato Alto,Catena Zapata,4736,2022-05-01
D.V. Catena Nicasia Malbec Altamira,Catena Zapata,4402,2022-05-01
D.V. Catena La Piramide Cabernet Sauvignon Agrelo,Catena Zapata,4402,2022-05-01
D.V. Catena Garnacha - Apelacion Lunlunta -,Catena Zapata,3843,2022-05-01
D.V. Catena Blanco Historico - Apelacion Agrelo,Catena Zapata,3843,2022-05-01
D.V. Catena Espumante Nature,Catena Zapata,3322,2022-05-01
Angelica Zapata Malbec,Catena Zapata,4950,2022-05-01
Angelica Zapata Cabernet Franc,Catena Zapata,3495,2022-05-01
Angelica Zapata Cabernet Sauvignon,Catena Zapata,2745,2022-05-01
Angelica Zapata Merlot,Catena Zapata,2745,2022-05-01
Angelica Zapata Chardonnay,Catena Zapata,2490,2022-05-01
D.V. Catena Cabernet - Cabernet,Catena Zapata,3157,2022-05-01
D.V. Catena Malbec - Malbec,Catena Zapata,3071,2022-05-01
D.V. Catena Pinot Noir - Pinot Noir,Catena Zapata,2572,2022-05-01
D.V. Catena Syrah - Syrah,Catena Zapata,2197,2022-05-01
D.V. Catena Cabernet - Malbec,Catena Zapata,1732,2022-05-01
D.V. Catena Cabernet - Syrah,Catena Zapata,1732,2022-05-01
D.V. Catena Chardonnay - Chardonnay,Catena Zapata,1732,2022-05-01
Nicolas Catena Zapata 2017,Catena Zapata (Ediciones limitadas),17478,2022-05-01
Nicolas Catena Zapata 2018,Catena Zapata (Ediciones limitadas),16020,2022-05-01
Catena Zapata Malbec Argentino 2018,Catena Zapata (Ediciones limitadas),16155,2022-05-01
Nicola Catena Bonarda,Catena Zapata (Ediciones limitadas),8487,2022-05-01
Adrianna Vineyard - Mundus Bacillus Terrae - Malbec 2011,Catena Zapata (Ediciones limitadas),111748,2022-05-01
Adrianna Vineyard - Mundus Bacillus Terrae - Malbec 2014,Catena Zapata (Ediciones limitadas),96385,2022-05-01
Adrianna Vineyard - Mundus Bacillus Terrae - Malbec 2015,Catena Zapata (Ediciones limitadas),83961,2022-05-01
Adrianna Vineyard - Mundus Bacillus Terrae - Malbec 2016,Catena Zapata (Ediciones limitadas),76428,2022-05-01
Adrianna Vineyard - Mundus Bacillus Terrae - Malbec 2017,Catena Zapata (Ediciones limitadas),69444,2022-05-01
Adrianna Vineyard - Mundus Bacillus Terrae - Malbec 2018,Catena Zapata (Ediciones limitadas),63261,2022-05-01
Adrianna Vineyard - Fortuna Terrae Malbec 2017,Catena Zapata (Ediciones limitadas),24246,2022-05-01
Adrianna Vineyard - White Bones - Chardonnay 2018,Catena Zapata (Ediciones limitadas),26842,2022-05-01
Adrianna Vineyard - White Bones - Chardonnay 2019,Catena Zapata (Ediciones limitadas),23841,2022-05-01
Adrianna Vineyard - White Stones - Chardonnay 2018,Catena Zapata (Ediciones limitadas),20952,2022-05-01
Adrianna Vineyard - White Stones - Chardonnay 2019,Catena Zapata (Ediciones limitadas),19161,2022-05-01
Don Malbec,Escorihuela Gascón,7700,2022-05-01
Miguel Escorihuela Gascon Malbec,Escorihuela Gascón,4900,2022-05-01
The President Blend,Escorihuela Gascón,4620,2022-05-01
Pequeñas Producciones Malbec,Escorihuela Gascón,3080,2022-05-01
Pequeñas Producciones Cabernet Sauvignon,Escorihuela Gascón,3080,2022-05-01
Rutini Rose de Malbec,La Rural,4742,2022-05-01
Coleccion Rutini Malbec x 375 ml.,La Rural,1931,2022-05-01
Colección Rutini Cabernet Sauvignon - Malbec x 375 ml.,La Rural,1188,2022-05-01
Finca Los Nobles Malbec Single Vineyard,Luigi Bosca,6750,2022-05-01
Finca Los Nobles Chardonnay,Luigi Bosca,2700,2022-05-01
Casarena Icono Blend,Casarena,4900,2022-05-01
Casarena DNA Malbec,Casarena,4270,2022-05-01
Casarena DNA Cabernet Sauvignon,Casarena,4270,2022-05-01
Cruzat Milesimee 2014,Bodega Cruzat,4130,2022-05-01
Sophenia Roberto L,Finca Sophenia,4200,2022-05-01
Casa Boher Gran Corte,Bodega Rosell Boher,6480,2022-05-01
Casa Boher Gran Reserva Blend,Bodega Rosell Boher,5040,2022-05-01
Casa Boher Gran Reserva Chardonnay,Bodega Rosell Boher,4770,2022-05-01
Altaluvia Malbec,Doña Paula,3859,2022-05-01
Altaluvia Cabernet Franc,Doña Paula,3859,2022-05-01
Altaluvia Riesling,Doña Paula,3859,2022-05-01
Doña Paula Estate Malbec x 375 ml.,Doña Paula,471,2022-05-01
Andeluna Blanc de Franc Rose,Bodega Andeluna,1855,2022-05-01
Gran VU Blend,Bodega Salentein,10500,2022-05-01
Rincon Famoso Tinto x 375 ml.,Bodegas y Viñedos López,330,2022-05-01
Chateau Vieux Tinto x 375 ml.,Bodegas y Viñedos López,592,2022-05-01
Otronia Block I Pinot Noir,"Otronia - Patagonia Extrema, Chubut",9200,2022-05-01
Otronia Block III & VI Chardonnay,"Otronia - Patagonia Extrema, Chubut",9200,2022-05-01
