vino,bodega,precio,fecha
Angelica Zapata Cabernet Sauvignon,Catena Zapata,1050,2020-06-01
Angelica Zapata Merlot,Catena Zapata,1050,2020-06-01
Angelica Zapata Chardonnay,Catena Zapata,892,2020-06-01
D.V. Catena Cabernet - Cabernet,Catena Zapata,1200,2020-06-01
D.V. Catena Syrah - Syrah,Catena Zapata,1125,2020-06-01
D.V. Catena Malbec - Malbec,Catena Zapata,1087,2020-06-01
D.V. Catena Pinot Noir - Pinot Noir,Catena Zapata,900,2020-06-01
D.V. Catena Cabernet - Malbec,Catena Zapata,672,2020-06-01
D.V. Catena Chardonnay - Chardonnay,Catena Zapata,672,2020-06-01
Saint Felicien Bonarda,Catena Zapata,1125,2020-06-01
Nicolas Catena Zapata 2016,Catena Zapata (Ediciones limitadas),5400,2020-06-01
Catena Zapata Malbec Argentino 2017,Catena Zapata (Ediciones limitadas),5400,2020-06-01
Nicola Catena Bonarda,Catena Zapata (Ediciones limitadas),2965,2020-06-01
Adrianna Vineyard - Fortuna Terrae Malbec 2013,Catena Zapata (Ediciones limitadas),10440,2020-06-01
Adrianna Vineyard - Fortuna Terrae Malbec 2015,Catena Zapata (Ediciones limitadas),7740,2020-06-01
Adrianna Vineyard - Fortuna Terrae Malbec 2016,Catena Zapata (Ediciones limitadas),8550,2020-06-01
Adrianna Vineyard - White Stones - Chardonnay 2017,Catena Zapata (Ediciones limitadas),4293,2020-06-01
Adrianna Vineyard - White Bones - Chardonnay 2012,Catena Zapata (Ediciones limitadas),9540,2020-06-01
Adrianna Vineyard - White Bones - Chardonnay 2015,Catena Zapata (Ediciones limitadas),7200,2020-06-01
The President Blend,Escorihuela Gascón,1260,2020-06-01
Pequeñas Producciones Malbec,Escorihuela Gascón,980,2020-06-01
Pequeñas Producciones Cabernet Sauvignon,Escorihuela Gascón,980,2020-06-01
Pequeñas Producciones Syrah,Escorihuela Gascón,980,2020-06-01
Pequeñas Producciones Pinot Noir,Escorihuela Gascón,980,2020-06-01
Pequeñas Producciones Chardonnay,Escorihuela Gascón,980,2020-06-01
Rutini Rose de Malbec,La Rural,1798,2020-06-01
Coleccion Rutini Malbec x 375 ml.,La Rural,724,2020-06-01
Colección Rutini Cabernet Sauvignon - Malbec x 375 ml.,La Rural,464,2020-06-01
Trumpeter Malbec x 375 ml.,La Rural,258,2020-06-01
Luigi Bosca Icono 2009,Luigi Bosca,8250,2020-06-01
Luigi Bosca Icono 2011,Luigi Bosca,4950,2020-06-01
Finca Los Nobles Cabernet Bouchet,Luigi Bosca,1980,2020-06-01
Finca Los Nobles Malbec Verdot,Luigi Bosca,1980,2020-06-01
Finca Los Nobles Chardonnay,Luigi Bosca,990,2020-06-01
Luigi Bosca Boheme Brut Nature,Luigi Bosca,1485,2020-06-01
Luigi Bosca Malbec x 375 ml.,Luigi Bosca,412,2020-06-01
Finca La Linda Malbec x 375 ml.,Luigi Bosca,232,2020-06-01
Alta Vista Premium Malbec x 375 ml.,Alta Vista,240,2020-06-01
Nieto Senetiner Brut Nature x 375,Bodega Nieto Senetiner,233,2020-06-01
Nieto Senetiner Brut Nature x 187,Bodega Nieto Senetiner,132,2020-06-01
PLC - Malbec 1914,Proyecto Las Compuertas,1275,2020-06-01
PLC - Malbec 5 Suelos,Proyecto Las Compuertas,850,2020-06-01
PLC - Cabernet Franc,Proyecto Las Compuertas,850,2020-06-01
Casarena DNA Malbec,Casarena,1260,2020-06-01
Casarena DNA Cabernet Sauvignon,Casarena,1260,2020-06-01
Cruzat Larrain Milesimee 2006,Bodega Cruzat Larrain,1750,2020-06-01
RJ Distinto,Bodega Joffre e Hijas,1750,2020-06-01
RJ Malbec,Bodega Joffre e Hijas,1610,2020-06-01
Sophenia Roberto L,Finca Sophenia,1645,2020-06-01
Rosell Boher Grand Cuvee 70 meses sobre Lías,Bodega Rosell Boher,4230,2020-06-01
Casa Boher Gran Corte,Bodega Rosell Boher,1800,2020-06-01
Vicentin Maldito Malbec,Vicentín Family Wines,1466,2020-06-01
Doña Paula Estate Malbec x 375 ml.,Doña Paula,231,2020-06-01
Amalaya Malbec x 375 ml.,Colomé / Amalaya,147,2020-06-01
Altimus,El Esteco,2079,2020-06-01
Chañar Punco,El Esteco,1595,2020-06-01
Laborum de Parcela Malbec Los Cuises,El Porvenir,1050,2020-06-01
Laborum de Parcela Chardonnay Los Cuises,El Porvenir,1050,2020-06-01
Laborum de Parcela Malbec Rio Seco,El Porvenir,1050,2020-06-01
Laborum de Parcela Tannat Rio Seco,El Porvenir,1050,2020-06-01
Laborum de Parcela Torrontes Finca El Retiro,El Porvenir,1050,2020-06-01
Noemia Malbec 2017,Noemía,6960,2020-06-01
