vino,bodega,precio,fecha
Finca Los Nobles Cabernet Bouchet,Luigi Bosca,2550,2020-12-01
Finca Los Nobles Malbec Verdot,Luigi Bosca,2550,2020-12-01
Finca Los Nobles Chardonnay,Luigi Bosca,1275,2020-12-01
Luigi Bosca Malbec x 375 ml.,Luigi Bosca,525,2020-12-01
Finca La Linda Malbec x 375 ml.,Luigi Bosca,300,2020-12-01
Alta Vista Premium Malbec x 375 ml.,Alta Vista,294,2020-12-01
Nieto Senetiner Brut Nature x 375,Bodega Nieto Senetiner,259,2020-12-01
PLC - Malbec 1914,Proyecto Las Compuertas,1476,2020-12-01
PLC - Cabernet Franc,Proyecto Las Compuertas,936,2020-12-01
Casarena DNA Malbec,Casarena,1540,2020-12-01
Cruzat Milesimee 2014,Bodega Cruzat,2240,2020-12-01
RJ Distinto,Bodega Joffre e Hijas,1625,2020-12-01
RJ Malbec,Bodega Joffre e Hijas,1495,2020-12-01
Sophenia Roberto L,Finca Sophenia,2310,2020-12-01
Rosell Boher Grand Cuvee 70 meses sobre Lías,Bodega Rosell Boher,4725,2020-12-01
Casa Boher Gran Corte,Bodega Rosell Boher,2520,2020-12-01
Casa Boher Gran Reserva Blend,Bodega Rosell Boher,1890,2020-12-01
Casa Boher Gran Reserva Chardonnay,Bodega Rosell Boher,1710,2020-12-01
Vicentin Maldito Malbec,Vicentín Family Wines,2135,2020-12-01
Doña Paula Estate Malbec x 375 ml.,Doña Paula,276,2020-12-01
Andeluna Blanc de Franc Rose,Bodega Andeluna,1353,2020-12-01
Andeluna Malbec Rose,Bodega Andeluna,607,2020-12-01
Gran VU Blend,Bodega Salentein,3780,2020-12-01
Amalaya Malbec x 375 ml.,Colomé / Amalaya,189,2020-12-01
Altimus,El Esteco,2279,2020-12-01
Chañar Punco,El Esteco,1944,2020-12-01
Laborum de Parcela Malbec Los Cuises,El Porvenir,1190,2020-12-01
Laborum de Parcela Chardonnay Los Cuises,El Porvenir,1190,2020-12-01
Laborum de Parcela Malbec Rio Seco,El Porvenir,1190,2020-12-01
Laborum de Parcela Tannat Rio Seco,El Porvenir,1190,2020-12-01
Laborum de Parcela Torrontes Finca El Retiro,El Porvenir,1190,2020-12-01
Yacuil Malbec 2015,Yacuil (Yacochuya + Tacuil),4587,2020-12-01
Pyros Limestone Hill Malbec,Pyros,2850,2020-12-01
Noemia Malbec 2017,Noemía,12400,2020-12-01
Noemía 2018,Noemía,11840,2020-12-01
