vino,bodega,precio,fecha
Weinert Malbec 2012,Bodega,3703,2022-09-01
Weinert Malbec 2015,Bodega,3220,2022-09-01
Weinert Cabernet Sauvignon 2011,Bodega,3220,2022-09-01
Weinert Merlot 2011,Bodega,3220,2022-09-01
Colome Altura Maxima Malbec,Bodega,14250,2022-09-01
Padma Garnacha Rose,Bodega,5057,2022-09-01
Copon Maxima Vino x 580 ml.,Bodega,1568,2022-09-01
Copa Forum Vino x 450 ml.,Bodega,1264,2022-09-01
Copa Lara Vino x 450 ml.,Bodega,1016,2022-09-01
Copa Mergus sin Tallo x 560 ml.,Bodega,1072,2022-09-01
Decanter Riedel Wine Wings,Bodega,90811,2022-09-01
Cuatro Gatos Locos Malbec,Bodega,1875,2022-09-01
EL CLA 2015,Bodega,18065,2022-09-01
Altaluvia Malbec,Bodega,4634,2022-09-01
Altaluvia Cabernet Franc,Bodega,4634,2022-09-01
Altaluvia Riesling,Bodega,4634,2022-09-01
Altimus,Bodega,11508,2022-09-01
Chañar Punco,Bodega,7539,2022-09-01
Alto Los Cuises Malbec,Bodega,10500,2022-09-01
Alto Los Cuises Chardonnay,Bodega,11200,2022-09-01
El Porvenir,Bodega,6300,2022-09-01
Credo Malbec,Bodega,12325,2022-09-01
Don Malbec,Bodega,10290,2022-09-01
Miguel Escorihuela Gascon Malbec,Bodega,6510,2022-09-01
The President Blend,Bodega,5110,2022-09-01
Pequeñas Producciones Malbec,Bodega,4060,2022-09-01
Pequeñas Producciones Pinot Noir,Bodega,4060,2022-09-01
Pequeñas Producciones Chardonnay,Bodega,4060,2022-09-01
Zuccardi Piedra Infinita Gravascal Malbec 2016,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",64795,2022-09-01
Zuccardi Piedra Infinita Supercal Malbec 2017,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",58905,2022-09-01
Zuccardi Finca Canal Uco Malbec 2017,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",31500,2022-09-01
Zuccardi Piedra Infinita Malbec 2018,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",31500,2022-09-01
Zuccardi Finca Membrillos Cabernet Sauvignon 2018,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",28530,2022-09-01
Varúa Blend 2017,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",6375,2022-09-01
Sophenia Roberto L,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",6225,2022-09-01
Honorem - Blend de Historias 2019,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",8393,2022-09-01
Dos Cielos,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",9900,2022-09-01
"Inculto Malbec ""El Algarrobo"", Cafayate","Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",10625,2022-09-01
"Inculto Malbec ""El Abrazo"", Cafayate","Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",10625,2022-09-01
"Inculto Criolla Chica, Quebrada de Hualfin, Catamarca","Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",10625,2022-09-01
"Culto Sauvignon Blanc, Payogasta, Salta","Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",10625,2022-09-01
Rutini Apartado Gran Malbec,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",12895,2022-09-01
Rutini Rose de Malbec,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",6238,2022-09-01
Coleccion Rutini Malbec x 375 ml.,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",2380,2022-09-01
Colección Rutini Cabernet Sauvignon - Malbec x 375 ml.,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",1464,2022-09-01
Nico by Luca,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",14492,2022-09-01
Domaine Nico Pinot Noir - Parcela Le Paradis,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",41904,2022-09-01
Laureano Gomez Gran Reserva Malbec,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",8775,2022-09-01
Laureano Gomez Gran Reserva Pinot Noir,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",8775,2022-09-01
Laureano Gomez Gran Reserva Blend,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",8775,2022-09-01
Finca Los Nobles Malbec Single Vineyard,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",9000,2022-09-01
Marchiori & Barraud Corte,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",11316,2022-09-01
Pachamama Malbec,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",6960,2022-09-01
Mendel Finca Remota Blend,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",15750,2022-09-01
Mendel Finca Remota Malbec,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",11250,2022-09-01
Estancia Uspallata Igneo 2019,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",17544,2022-09-01
Estancia Uspallata Malbec 2018,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",8712,2022-09-01
Estancia Uspallata Pinot Noir 2017,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",8075,2022-09-01
Estancia Uspallata Pinot Noir 2018,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",7344,2022-09-01
Estancia Uspallata Espumante Nature,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",5712,2022-09-01
Malcriado Malbec,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",10360,2022-09-01
Mosquita Muerta Black Malbec,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",6720,2022-09-01
Mosquita Muerta Black Blend de Cabernet,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",6720,2022-09-01
Mosquita Muerta Blend de Tintas,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",2940,2022-09-01
Sapo de Otro Pozo Blend,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",2100,2022-09-01
Pispi Blend,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",1610,2022-09-01
Otronia Block I Pinot Noir,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",12400,2022-09-01
Otronia Block III & VI Chardonnay,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",12400,2022-09-01
Pyros Limestone Hill Malbec,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",13500,2022-09-01
Rincon de Los Leones Pinot Noir,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",6800,2022-09-01
Rincon de Los Leones Chardonnay Reserva,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",5950,2022-09-01
Mariflor Camille,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",24700,2022-09-01
Mariflor Arthur & Theo,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",24700,2022-09-01
Mariflor Raphael,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",24700,2022-09-01
Mariflor Giulia,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",24700,2022-09-01
Casa Boher Gran Corte,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",8640,2022-09-01
Casa Boher Gran Reserva Blend,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",6750,2022-09-01
Casa Boher Gran Reserva Chardonnay,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",6570,2022-09-01
Gran VU Blend,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",16350,2022-09-01
Susana Balbo Signature Malbec Paraje Altamira,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",9030,2022-09-01
"Benmarco ""Sin Limites"" Malbec Gualtallary","Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",2940,2022-09-01
"Benmarco ""Sin Limites"" Malbec El Pedernal","Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",2940,2022-09-01
"Benmarco ""Sin Limites"" Malbec Organico Valle de Uco","Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",2940,2022-09-01
Socavones Reserva Malbec,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",1875,2022-09-01
Socavones Reserva Cabernet - Cabernet,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",1875,2022-09-01
"La Dama del Abrigo Rojo, Nebbiolo","Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",10800,2022-09-01
Cobos Malbec Marchiori 2016,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",108000,2022-09-01
Cobos Malbec Marchiori 2018,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",90000,2022-09-01
Viña Cobos Marchiori Estate Malbec,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",24300,2022-09-01
Viña Cobos Marchiori Estate Cabernet Sauvignon,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",24300,2022-09-01
Viña Cobos Chañares Estate Malbec,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",24300,2022-09-01
Viña Cobos Chañares Estate Cabernet Franc,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",24300,2022-09-01
Viña Cobos Zingaretti Estate Malbec,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",24300,2022-09-01
Bramare Chañares Vineyard Designated Malbec 2017,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",26100,2022-09-01
Bramare Touza Vineyard Designated Malbec 2017,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",26100,2022-09-01
Estereo Cabernet Franc,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",10000,2022-09-01
Viña Los Chocos Parcela 79 Malbec - Cabernet Franc,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",7600,2022-09-01
Viña Los Chocos Parcela 5 Pinot Noir,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",7600,2022-09-01
Las Perdices Reserva Don Juan,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",3465,2022-09-01
Las Perdices Exploracion Gewurztraminer,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",2989,2022-09-01
Las Perdices Espumante Champenoise Brut Nature,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",1645,2022-09-01
Las Perdices Espumante Champenoise Rosado,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",1645,2022-09-01
Las Perdices Espumante Champenoise Extra Brut,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",1505,2022-09-01
Las Perdices Viognier Cosecha Tardia x 500 ml.,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $3.591,00 $3.591,0",1505,2022-09-01
