vino,bodega,precio,fecha
Adrianna Vineyard - Mundus Bacillus Terrae - Malbec 2014,Caja Botell,1141,2022-08-01
Adrianna Vineyard - Mundus Bacillus Terrae - Malbec 2017,Caja Botell,857,2022-08-01
Adrianna Vineyard - Mundus Bacillus Terrae - Malbec 2018,Caja Botell,779,2022-08-01
Adrianna Vineyard - River Stones - Malbec 2018,Caja Botell,339,2022-08-01
Adrianna Vineyard - Fortuna Terrae Malbec 2018,Caja Botell,271,2022-08-01
Adrianna Vineyard - White Bones - Chardonnay 2018,Caja Botell,331,2022-08-01
Adrianna Vineyard - White Bones - Chardonnay 2019,Caja Botell,293,2022-08-01
Adrianna Vineyard - White Stones - Chardonnay 2018,Caja Botell,259,2022-08-01
Adrianna Vineyard - White Stones - Chardonnay 2019,Caja Botell,235,2022-08-01
Weinert Malbec 2012,Caja Botell,37,2022-08-01
Weinert Malbec 2015,Caja Botell,32,2022-08-01
Weinert Cabernet Sauvignon 2011,Caja Botell,32,2022-08-01
Weinert Merlot 2011,Caja Botell,32,2022-08-01
Colome Altura Maxima Malbec,Caja Botell,135,2022-08-01
Padma Garnacha Rose,Caja Botell,50,2022-08-01
Copon Maxima Vino x 580 ml.,Caja Botell,15,2022-08-01
Copa Forum Vino x 450 ml.,Caja Botell,12,2022-08-01
Copa Lara Vino x 450 ml.,Caja Botell,10,2022-08-01
Copa Mergus sin Tallo x 560 ml.,Caja Botell,10,2022-08-01
Decanter Riedel Wine Wings,Caja Botell,908,2022-08-01
Cuatro Gatos Locos Malbec,Caja Botell,18,2022-08-01
EL CLA 2015,Caja Botell,180,2022-08-01
Altaluvia Malbec,Caja Botell,46,2022-08-01
Altaluvia Cabernet Franc,Caja Botell,46,2022-08-01
Altaluvia Riesling,Caja Botell,46,2022-08-01
Altimus,Caja Botell,115,2022-08-01
Chañar Punco,Caja Botell,75,2022-08-01
Alto Los Cuises Malbec,Caja Botell,105,2022-08-01
El Porvenir 2015,Caja Botell,76,2022-08-01
El Porvenir 2016,Caja Botell,34,2022-08-01
El Porvenir 2017,Caja Botell,63,2022-08-01
Laborum de Parcela Malbec Rio Seco,Caja Botell,38,2022-08-01
Laborum de Parcela Petit Verdot Rio Seco,Caja Botell,38,2022-08-01
Laborum de Parcela Tannat Rio Seco,Caja Botell,38,2022-08-01
Laborum de Parcela Chardonnay Los Cuises,Caja Botell,38,2022-08-01
Laborum de Parcela Torrontes Finca El Retiro,Caja Botell,38,2022-08-01
Credo Malbec,Caja Botell,123,2022-08-01
Don Malbec,Caja Botell,98,2022-08-01
Miguel Escorihuela Gascon Malbec,Caja Botell,61,2022-08-01
The President Blend,Caja Botell,48,2022-08-01
Pequeñas Producciones Malbec,Caja Botell,38,2022-08-01
Pequeñas Producciones Cabernet Sauvignon,Caja Botell,38,2022-08-01
Pequeñas Producciones Chardonnay,Caja Botell,38,2022-08-01
Pequeñas Producciones Pinot Noir,Caja Botell,38,2022-08-01
Zuccardi Piedra Infinita Gravascal Malbec 2016,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",647,2022-08-01
Zuccardi Piedra Infinita Supercal Malbec 2017,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",543,2022-08-01
Zuccardi Finca Canal Uco Malbec 2017,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",239,2022-08-01
Varúa Blend 2017,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",55,2022-08-01
Sophenia Roberto L,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",62,2022-08-01
Dos Cielos,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",99,2022-08-01
"Inculto Malbec ""El Algarrobo"", Cafayate","Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",106,2022-08-01
"Inculto Malbec ""El Abrazo"", Cafayate","Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",106,2022-08-01
"Inculto Criolla Chica, Quebrada de Hualfin, Catamarca","Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",106,2022-08-01
"Culto Sauvignon Blanc, Payogasta, Salta","Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",106,2022-08-01
Rutini Apartado Gran Malbec,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",128,2022-08-01
Rutini Rose de Malbec,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",62,2022-08-01
Coleccion Rutini Malbec x 375 ml.,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",23,2022-08-01
Colección Rutini Cabernet Sauvignon - Malbec x 375 ml.,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",14,2022-08-01
Nico by Luca,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",144,2022-08-01
Domaine Nico Pinot Noir - Parcela Le Paradis,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",419,2022-08-01
Laureano Gomez Gran Reserva Malbec,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",87,2022-08-01
Laureano Gomez Gran Reserva Pinot Noir,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",87,2022-08-01
Laureano Gomez Gran Reserva Blend,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",87,2022-08-01
Finca Los Nobles Malbec Single Vineyard,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",76,2022-08-01
Marchiori & Barraud Corte,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",113,2022-08-01
Pachamama Malbec,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",69,2022-08-01
Mendel Finca Remota Malbec,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",112,2022-08-01
Mendel Finca Remota Blend,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",112,2022-08-01
Estancia Uspallata Igneo 2019,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",175,2022-08-01
Estancia Uspallata Malbec 2018,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",87,2022-08-01
Estancia Uspallata Pinot Noir 2017,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",80,2022-08-01
Estancia Uspallata Pinot Noir 2018,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",73,2022-08-01
Estancia Uspallata Espumante Nature,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",57,2022-08-01
Malcriado Malbec,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",89,2022-08-01
Mosquita Muerta Black Malbec,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",58,2022-08-01
Mosquita Muerta Black Blend de Cabernet,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",58,2022-08-01
Mosquita Muerta Blend de Tintas,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",25,2022-08-01
Mosquita Muerta Blend de Blancas,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",25,2022-08-01
Sapo de Otro Pozo Blend,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",18,2022-08-01
Pispi Blend,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",14,2022-08-01
Otronia Block III & VI Chardonnay,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",108,2022-08-01
Otronia Block I Pinot Noir,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",108,2022-08-01
Pyros Limestone Hill Malbec,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",123,2022-08-01
Rincon de Los Leones Pinot Noir,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",68,2022-08-01
Rincon de Los Leones Chardonnay Reserva,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",59,2022-08-01
Mariflor Camille,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",247,2022-08-01
Mariflor Arthur & Theo,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",247,2022-08-01
Mariflor Raphael,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",247,2022-08-01
Mariflor Giulia,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",247,2022-08-01
Casa Boher Gran Corte,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",74,2022-08-01
Casa Boher Gran Reserva Blend,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",58,2022-08-01
Casa Boher Gran Reserva Chardonnay,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",56,2022-08-01
Gran VU Blend,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",150,2022-08-01
Susana Balbo Signature Malbec Paraje Altamira,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",90,2022-08-01
"Benmarco ""Sin Limites"" Malbec Gualtallary","Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",29,2022-08-01
"Benmarco ""Sin Limites"" Malbec El Pedernal","Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",29,2022-08-01
"Benmarco ""Sin Limites"" Malbec Organico Valle de Uco","Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",29,2022-08-01
Socavones Reserva Malbec,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",18,2022-08-01
Socavones Reserva Cabernet - Cabernet,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",18,2022-08-01
"La Dama del Abrigo Rojo, Nebbiolo","Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",108,2022-08-01
Cobos Malbec Marchiori 2016,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",1080,2022-08-01
Cobos Malbec Marchiori 2018,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",900,2022-08-01
Viña Cobos Marchiori Estate Malbec,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",243,2022-08-01
Viña Cobos Marchiori Estate Cabernet Sauvignon,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",243,2022-08-01
Viña Cobos Chañares Estate Malbec,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",243,2022-08-01
Viña Cobos Chañares Estate Cabernet Franc,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",243,2022-08-01
Viña Cobos Zingaretti Estate Malbec,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",243,2022-08-01
Bramare Chañares Vineyard Designated Malbec 2017,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",261,2022-08-01
Bramare Touza Vineyard Designated Malbec 2017,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",261,2022-08-01
Estereo Cabernet Franc,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",100,2022-08-01
Viña Los Chocos Parcela 79 Malbec - Cabernet Franc,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",76,2022-08-01
Viña Los Chocos Parcela 5 Pinot Noir,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",76,2022-08-01
Las Perdices Alae Malbec,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",89,2022-08-01
Las Perdices Reserva Don Juan,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",34,2022-08-01
Las Perdices Exploracion Gewurztraminer,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",29,2022-08-01
Las Perdices Espumante Champenoise Brut Nature,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",16,2022-08-01
Las Perdices Espumante Champenoise Rosado,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",16,2022-08-01
Las Perdices Espumante Champenoise Extra Brut,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",15,2022-08-01
Las Perdices Viognier Cosecha Tardia x 500 ml.,"Caja de Madera para 1 botella + 2 copas ""I love Wine"" $ 3.591 $ 3.59",15,2022-08-01
