vino,bodega,precio,fecha
Angelica Zapata Cabernet Sauvignon,Catena Zapata,1707,2021-07-01
Angelica Zapata Merlot,Catena Zapata,1567,2021-07-01
Angelica Zapata Chardonnay,Catena Zapata,1567,2021-07-01
D.V. Catena Cabernet - Cabernet,Catena Zapata,1992,2021-07-01
D.V. Catena Malbec - Malbec,Catena Zapata,1897,2021-07-01
D.V. Catena Pinot Noir - Pinot Noir,Catena Zapata,1608,2021-07-01
D.V. Catena Cabernet - Malbec,Catena Zapata,1034,2021-07-01
Saint Felicien Bonarda,Catena Zapata,1707,2021-07-01
Nicolas Catena Zapata 2016,Catena Zapata (Ediciones limitadas),11271,2021-07-01
Nicolas Catena Zapata 2017,Catena Zapata (Ediciones limitadas),10246,2021-07-01
Catena Zapata Malbec Argentino 2017,Catena Zapata (Ediciones limitadas),10246,2021-07-01
Catena Zapata Malbec Argentino 2018,Catena Zapata (Ediciones limitadas),9306,2021-07-01
Nicola Catena Bonarda,Catena Zapata (Ediciones limitadas),4900,2021-07-01
Adrianna Vineyard - Mundus Bacillus Terrae - Malbec 2011,Catena Zapata (Ediciones limitadas),58063,2021-07-01
Adrianna Vineyard - Mundus Bacillus Terrae - Malbec 2014,Catena Zapata (Ediciones limitadas),43946,2021-07-01
Adrianna Vineyard - Mundus Bacillus Terrae - Malbec 2015,Catena Zapata (Ediciones limitadas),39847,2021-07-01
Adrianna Vineyard - Mundus Bacillus Terrae - Malbec 2016,Catena Zapata (Ediciones limitadas),36318,2021-07-01
Adrianna Vineyard - Mundus Bacillus Terrae - Malbec 2017,Catena Zapata (Ediciones limitadas),33016,2021-07-01
Adrianna Vineyard - River Stones - Malbec 2017,Catena Zapata (Ediciones limitadas),15711,2021-07-01
Adrianna Vineyard - Fortuna Terrae Malbec 2017,Catena Zapata (Ediciones limitadas),13662,2021-07-01
Adrianna Vineyard - White Bones - Chardonnay 2018,Catena Zapata (Ediciones limitadas),13662,2021-07-01
Adrianna Vineyard - White Stones - Chardonnay 2018,Catena Zapata (Ediciones limitadas),11840,2021-07-01
Don Malbec,Escorihuela Gascón,4760,2021-07-01
Miguel Escorihuela Gascon Malbec,Escorihuela Gascón,2975,2021-07-01
Pequeñas Producciones Malbec,Escorihuela Gascón,1750,2021-07-01
Pequeñas Producciones Cabernet Sauvignon,Escorihuela Gascón,1750,2021-07-01
Pequeñas Producciones Chardonnay,Escorihuela Gascón,1750,2021-07-01
Rutini Rose de Malbec,La Rural,3001,2021-07-01
Coleccion Rutini Malbec x 375 ml.,La Rural,1204,2021-07-01
Colección Rutini Cabernet Sauvignon - Malbec x 375 ml.,La Rural,708,2021-07-01
Trumpeter Malbec x 375 ml.,La Rural,394,2021-07-01
Luigi Bosca Icono 2011,Luigi Bosca,16575,2021-07-01
Luigi Bosca Icono 2015,Luigi Bosca,12712,2021-07-01
Luigi Bosca Icono 2018,Luigi Bosca,8062,2021-07-01
Finca Los Nobles Cabernet Bouchet,Luigi Bosca,3225,2021-07-01
Finca Los Nobles Malbec Verdot,Luigi Bosca,3225,2021-07-01
Finca Los Nobles Chardonnay,Luigi Bosca,1612,2021-07-01
Luigi Bosca Malbec x 375 ml.,Luigi Bosca,652,2021-07-01
Finca La Linda Malbec x 375 ml.,Luigi Bosca,375,2021-07-01
Alta Vista Premium Malbec x 375 ml.,Alta Vista,336,2021-07-01
Casarena DNA Malbec,Casarena,2660,2021-07-01
Cruzat Milesimee 2014,Bodega Cruzat,2590,2021-07-01
Sophenia Roberto L,Finca Sophenia,2940,2021-07-01
Casa Boher Gran Corte,Bodega Rosell Boher,3780,2021-07-01
Casa Boher Gran Reserva Blend,Bodega Rosell Boher,2700,2021-07-01
Casa Boher Gran Reserva Chardonnay,Bodega Rosell Boher,2430,2021-07-01
Vicentin Maldito Malbec,Vicentín Family Wines,2135,2021-07-01
Altaluvia Malbec,Doña Paula,2691,2021-07-01
Altaluvia Cabernet Franc,Doña Paula,2691,2021-07-01
Altaluvia Riesling,Doña Paula,2691,2021-07-01
Doña Paula Estate Malbec x 375 ml.,Doña Paula,321,2021-07-01
Andeluna Blanc de Franc Rose,Bodega Andeluna,1488,2021-07-01
Gran VU Blend,Bodega Salentein,5810,2021-07-01
Montchenot Tinto x 375 ml.,Bodegas y Viñedos López,385,2021-07-01
Chateau Vieux Tinto x 375 ml.,Bodegas y Viñedos López,266,2021-07-01
Rincon Famoso Tinto x 375 ml.,Bodegas y Viñedos López,145,2021-07-01
Amalaya Malbec x 375 ml.,Colomé / Amalaya,277,2021-07-01
Altimus,El Esteco,3215,2021-07-01
Chañar Punco,El Esteco,2741,2021-07-01
El Porvenir,El Porvenir,2940,2021-07-01
Laborum de Parcela Malbec Rio Seco,El Porvenir,1750,2021-07-01
Laborum de Parcela Tannat Rio Seco,El Porvenir,1750,2021-07-01
Laborum de Parcela Chardonnay Los Cuises,El Porvenir,1750,2021-07-01
Pequeñas Fermentaciones Bonarda,El Porvenir,875,2021-07-01
Pequeñas Fermentaciones Naranjo,El Porvenir,875,2021-07-01
Pequeñas Fermentaciones Chardonnay - Semillon,El Porvenir,875,2021-07-01
Yacuil Malbec 2018,Yacuil (Yacochuya + Tacuil),5520,2021-07-01
Pyros Limestone Hill Malbec,Pyros,4725,2021-07-01
"Inculto Malbec ""El Algarrobo"", Cafayate","Inculto, Valles Calchaquies - Pancho Lavaque & Matias Michelini",8925,2021-07-01
"Inculto Malbec ""El Abrazo"", Cafayate","Inculto, Valles Calchaquies - Pancho Lavaque & Matias Michelini",8925,2021-07-01
"Culto Sauvignon Blanc, Payogasta, Salta","Inculto, Valles Calchaquies - Pancho Lavaque & Matias Michelini",8925,2021-07-01
Noemia Malbec 2017,Noemía,15200,2021-07-01
Noemía 2018,Noemía,13600,2021-07-01
Otronia I Pinot Noir,"Otronia - Patagonia Extrema, Chubut",4400,2021-07-01
Otronia III & IV Chardonnay,"Otronia - Patagonia Extrema, Chubut",4400,2021-07-01
