vino,bodega,precio,fecha
Adrianna Vineyard - Fortuna Terrae Malbec 2014,Catena Zapata (Ediciones limitadas),7785,2020-01-01
Adrianna Vineyard - Fortuna Terrae Malbec 2015,Catena Zapata (Ediciones limitadas),7078,2020-01-01
Adrianna Vineyard - Fortuna Terrae Malbec 2016,Catena Zapata (Ediciones limitadas),6426,2020-01-01
Adrianna Vineyard - White Bones - Chardonnay 2012,Catena Zapata (Ediciones limitadas),7897,2020-01-01
Adrianna Vineyard - White Bones - Chardonnay 2015,Catena Zapata (Ediciones limitadas),5935,2020-01-01
Adrianna Vineyard - White Bones - Chardonnay 2016,Catena Zapata (Ediciones limitadas),5391,2020-01-01
Adrianna Vineyard - White Bones - Chardonnay 2017,Catena Zapata (Ediciones limitadas),4900,2020-01-01
Adrianna Vineyard - White Stones - Chardonnay 2017,Catena Zapata (Ediciones limitadas),3541,2020-01-01
Don Malbec,Escorihuela Gascón,2485,2020-01-01
The President Blend,Escorihuela Gascón,1120,2020-01-01
Pequeñas Producciones Malbec,Escorihuela Gascón,875,2020-01-01
Pequeñas Producciones Cabernet Sauvignon,Escorihuela Gascón,875,2020-01-01
Pequeñas Producciones Cabernet Franc,Escorihuela Gascón,875,2020-01-01
Pequeñas Producciones Syrah,Escorihuela Gascón,875,2020-01-01
Pequeñas Producciones Pinot Noir,Escorihuela Gascón,875,2020-01-01
Pequeñas Producciones Chardonnay,Escorihuela Gascón,875,2020-01-01
Coleccion Rutini Malbec x 375 ml.,La Rural,639,2020-01-01
Colección Rutini Cabernet - Malbec x 375 ml.,La Rural,391,2020-01-01
Trumpeter Malbec x 375 ml.,La Rural,223,2020-01-01
Luigi Bosca Icono 2008,Luigi Bosca,8250,2020-01-01
Luigi Bosca Icono 2011,Luigi Bosca,4500,2020-01-01
Finca Los Nobles Cabernet Bouchet,Luigi Bosca,1800,2020-01-01
Finca Los Nobles Malbec Verdot,Luigi Bosca,1800,2020-01-01
Finca Los Nobles Chardonnay,Luigi Bosca,900,2020-01-01
Luigi Bosca Boheme Brut Nature,Luigi Bosca,1350,2020-01-01
Luigi Bosca Malbec x 375 ml.,Luigi Bosca,375,2020-01-01
Finca La Linda Malbec x 375 ml.,Luigi Bosca,210,2020-01-01
Alta Vista Premium Malbec x 375 ml.,Alta Vista,208,2020-01-01
Nieto Senetiner Brut Nature x 375,Bodega Nieto Senetiner,218,2020-01-01
Nieto Senetiner Brut Nature x 187,Bodega Nieto Senetiner,122,2020-01-01
Casarena DNA Malbec,Casarena,1000,2020-01-01
Cruzat Larrain Milesimee 2006,Bodega Cruzat Larrain,1610,2020-01-01
RJ Distinto,Bodega Joffre e Hijas,1435,2020-01-01
RJ Malbec,Bodega Joffre e Hijas,1295,2020-01-01
Sophenia Roberto L,Finca Sophenia,1645,2020-01-01
Rosell Boher Grand Cuvee 70 meses sobre Lías,Bodega Rosell Boher,3150,2020-01-01
Vicentin Maldito Malbec,Vicentín Family Wines,1222,2020-01-01
Doña Paula Estate Malbec x 375 ml.,Doña Paula,182,2020-01-01
Amalaya Malbec x 375 ml.,Colomé / Amalaya,147,2020-01-01
Altimus,El Esteco,1491,2020-01-01
Chañar Punco,El Esteco,1268,2020-01-01
Yacuil Malbec 2015,Tacuil – Familia Dávalos,3170,2020-01-01
Noemia Malbec 2017,Noemía,5280,2020-01-01
