vino,bodega,precio,fecha
Luigi Bosca Icono 2009,Luigi Bosca,13125,2021-03-01
Luigi Bosca Icono 2011,Luigi Bosca,11250,2021-03-01
Luigi Bosca Icono 2015,Luigi Bosca,7125,2021-03-01
Finca Los Nobles Cabernet Bouchet,Luigi Bosca,2850,2021-03-01
Finca Los Nobles Malbec Verdot,Luigi Bosca,2850,2021-03-01
Finca Los Nobles Chardonnay,Luigi Bosca,1425,2021-03-01
Luigi Bosca Malbec x 375 ml.,Luigi Bosca,577,2021-03-01
Finca La Linda Malbec x 375 ml.,Luigi Bosca,330,2021-03-01
Alta Vista Premium Malbec x 375 ml.,Alta Vista,336,2021-03-01
PLC - Malbec 1914,Proyecto Las Compuertas,1476,2021-03-01
PLC - Cabernet Franc,Proyecto Las Compuertas,936,2021-03-01
Casarena DNA Malbec,Casarena,2079,2021-03-01
Cruzat Milesimee 2014,Bodega Cruzat,2240,2021-03-01
Sophenia Roberto L,Finca Sophenia,2590,2021-03-01
Casa Boher Gran Corte,Bodega Rosell Boher,3150,2021-03-01
Casa Boher Gran Reserva Blend,Bodega Rosell Boher,2340,2021-03-01
Casa Boher Gran Reserva Chardonnay,Bodega Rosell Boher,2070,2021-03-01
Vicentin Maldito Malbec,Vicentín Family Wines,2135,2021-03-01
Doña Paula Estate Malbec x 375 ml.,Doña Paula,304,2021-03-01
Andeluna Blanc de Franc Rose,Bodega Andeluna,1353,2021-03-01
Andeluna Malbec Rose,Bodega Andeluna,607,2021-03-01
Gran VU Blend,Bodega Salentein,4853,2021-03-01
Montchenot Tinto x 375 ml.,Bodegas y Viñedos López,385,2021-03-01
Chateau Vieux Tinto x 375 ml.,Bodegas y Viñedos López,266,2021-03-01
Rincon Famoso Tinto x 375 ml.,Bodegas y Viñedos López,145,2021-03-01
Amalaya Malbec x 375 ml.,Colomé / Amalaya,231,2021-03-01
Altimus,El Esteco,2542,2021-03-01
Chañar Punco,El Esteco,2167,2021-03-01
El Porvenir,El Porvenir,2450,2021-03-01
Laborum de Parcela Malbec Rio Seco,El Porvenir,1365,2021-03-01
Laborum de Parcela Tannat Rio Seco,El Porvenir,1365,2021-03-01
Laborum de Parcela Malbec Los Cuises,El Porvenir,1365,2021-03-01
Laborum de Parcela Chardonnay Los Cuises,El Porvenir,1365,2021-03-01
Pequeñas Fermentaciones Bonarda,El Porvenir,841,2021-03-01
Pequeñas Fermentaciones Naranjo,El Porvenir,841,2021-03-01
Pequeñas Fermentaciones Marssanne - Roussanne,El Porvenir,841,2021-03-01
Pequeñas Fermentaciones Chardonnay - Semillon,El Porvenir,841,2021-03-01
Yacuil Malbec 2015,Yacuil (Yacochuya + Tacuil),4587,2021-03-01
Pyros Limestone Hill Malbec,Pyros,2850,2021-03-01
Pyros Limestone Hill Malbec,Pyros,3750,2021-03-01
Noemia Malbec 2017,Noemía,12400,2021-03-01
Noemía 2018,Noemía,11840,2021-03-01
Otronia I Pinot Noir,"Otronia - Patagonia Extrema, Chubut",4400,2021-03-01
Otronia III & IV Chardonnay,"Otronia - Patagonia Extrema, Chubut",4400,2021-03-01
