vino,bodega,precio,fecha
Mendel Finca Remota Blend,Mendel Wines,9750,2022-06-01
Gauchezco Gran Corte Blend,Gauchezco Wines,5040,2022-06-01
Varúa Blend 2017,Finca La Anita,4501,2022-06-01
Nico by Luca,Laura Catena Wines – Bodega Luca,11356,2022-06-01
Domaine Nico Pinot Noir - Parcela Le Paradis,Laura Catena Wines – Domaine Nico,32840,2022-06-01
Estancia Uspallata Malbec,Estancia Uspallata,4800,2022-06-01
Estancia Uspallata Pinot Noir,Estancia Uspallata,3896,2022-06-01
Volare del Camino Malbec 2019,Per Se – Bonomi & Del Popolo,19800,2022-06-01
Inseparable Malbec Gualtallary,Per Se – Bonomi & Del Popolo,4800,2022-06-01
Pachamama Malbec,Matervini,6960,2022-06-01
"La Dama del Abrigo Rojo, Nebbiolo",Ver Sacrum,10800,2022-06-01
Socavones Reserva Malbec,"Terra Camiare, Colonia Caroya, Cordoba",1875,2022-06-01
Socavones Reserva Cabernet - Cabernet,"Terra Camiare, Colonia Caroya, Cordoba",1875,2022-06-01
Estereo Cabernet Franc,Viña Los Chocos,7840,2022-06-01
Viña Los Chocos Parcela 79 Malbec - Cabernet Franc,Viña Los Chocos,5120,2022-06-01
Viña Los Chocos Parcela 5 Pinot Noir,Viña Los Chocos,5120,2022-06-01
Cuatro Gatos Locos Malbec,Cuatro Gatos Locos (Gualtallary),1575,2022-06-01
Colome Altura Maxima Malbec,Colomé / Amalaya,9240,2022-06-01
Altimus,El Esteco,11118,2022-06-01
Chañar Punco,El Esteco,7539,2022-06-01
Alto Los Cuises Malbec,El Porvenir,8400,2022-06-01
El Porvenir,El Porvenir,5250,2022-06-01
Laborum de Parcela Malbec Rio Seco,El Porvenir,2940,2022-06-01
Laborum de Parcela Tannat Rio Seco,El Porvenir,2940,2022-06-01
Laborum de Parcela Petit Verdot Rio Seco,El Porvenir,2940,2022-06-01
Laborum de Parcela Chardonnay Los Cuises,El Porvenir,2940,2022-06-01
Laborum de Parcela Torrontes Finca El Retiro,El Porvenir,2940,2022-06-01
Pyros Limestone Hill Malbec,Pyros,9900,2022-06-01
"Inculto Malbec ""El Algarrobo"", Cafayate","Inculto, Valles Calchaquies - Pancho Lavaque & Matias Michelini",9775,2022-06-01
"Inculto Malbec ""El Abrazo"", Cafayate","Inculto, Valles Calchaquies - Pancho Lavaque & Matias Michelini",9775,2022-06-01
"Culto Sauvignon Blanc, Payogasta, Salta","Inculto, Valles Calchaquies - Pancho Lavaque & Matias Michelini",9775,2022-06-01
Zuccardi Piedra Infinita Gravascal Malbec 2016,Familia Zuccardi,42795,2022-06-01
Zuccardi Piedra Infinita Supercal Malbec 2017,Familia Zuccardi,42795,2022-06-01
Zuccardi Finca Membrillos 2016,Familia Zuccardi,25290,2022-06-01
Zuccardi Finca Canal Uco Malbec 2015,Familia Zuccardi,25290,2022-06-01
Zuccardi Finca Canal Uco Malbec 2017,Familia Zuccardi,20430,2022-06-01
Las Perdices Reserva Don Juan,Viña Las Perdices,2730,2022-06-01
Las Perdices Exploracion Gewurztraminer,Viña Las Perdices,2730,2022-06-01
Las Perdices Espumante Champenoise Brut Nature,Viña Las Perdices,1470,2022-06-01
Las Perdices Espumante Champenoise Rosado,Viña Las Perdices,1470,2022-06-01
Las Perdices Espumante Champenoise Extra Brut,Viña Las Perdices,1295,2022-06-01
Las Perdices Viognier Cosecha Tardia x 500 ml.,Viña Las Perdices,1295,2022-06-01
D.V. Catena Adrianna Malbec Tupungato Alto,Catena Zapata,5210,2022-06-01
D.V. Catena Nicasia Malbec Altamira,Catena Zapata,4842,2022-06-01
D.V. Catena La Piramide Cabernet Sauvignon Agrelo,Catena Zapata,4842,2022-06-01
D.V. Catena Garnacha - Apelacion Lunlunta -,Catena Zapata,4227,2022-06-01
D.V. Catena Blanco Historico - Apelacion Agrelo,Catena Zapata,4227,2022-06-01
D.V. Catena Espumante Nature,Catena Zapata,3656,2022-06-01
Angelica Zapata Malbec,Catena Zapata,5550,2022-06-01
Angelica Zapata Cabernet Franc,Catena Zapata,3844,2022-06-01
Angelica Zapata Cabernet Sauvignon,Catena Zapata,3019,2022-06-01
Angelica Zapata Merlot,Catena Zapata,3019,2022-06-01
Angelica Zapata Chardonnay,Catena Zapata,2739,2022-06-01
D.V. Catena Cabernet - Cabernet,Catena Zapata,3472,2022-06-01
D.V. Catena Malbec - Malbec,Catena Zapata,3450,2022-06-01
D.V. Catena Pinot Noir - Pinot Noir,Catena Zapata,2827,2022-06-01
D.V. Catena Syrah - Syrah,Catena Zapata,2418,2022-06-01
D.V. Catena Cabernet - Malbec,Catena Zapata,1957,2022-06-01
D.V. Catena Cabernet - Syrah,Catena Zapata,1905,2022-06-01
D.V. Catena Chardonnay - Chardonnay,Catena Zapata,1905,2022-06-01
Nicolas Catena Zapata 2017,Catena Zapata (Ediciones limitadas),18315,2022-06-01
Nicolas Catena Zapata 2018,Catena Zapata (Ediciones limitadas),16650,2022-06-01
Catena Zapata Malbec Argentino 2019,Catena Zapata (Ediciones limitadas),16200,2022-06-01
Nicola Catena Bonarda,Catena Zapata (Ediciones limitadas),10611,2022-06-01
Adrianna Vineyard - Mundus Bacillus Terrae - Malbec 2011,Catena Zapata (Ediciones limitadas),122922,2022-06-01
Adrianna Vineyard - Mundus Bacillus Terrae - Malbec 2014,Catena Zapata (Ediciones limitadas),106024,2022-06-01
Adrianna Vineyard - Mundus Bacillus Terrae - Malbec 2015,Catena Zapata (Ediciones limitadas),92358,2022-06-01
Adrianna Vineyard - Mundus Bacillus Terrae - Malbec 2016,Catena Zapata (Ediciones limitadas),84069,2022-06-01
Adrianna Vineyard - Mundus Bacillus Terrae - Malbec 2017,Catena Zapata (Ediciones limitadas),76387,2022-06-01
Adrianna Vineyard - Mundus Bacillus Terrae - Malbec 2018,Catena Zapata (Ediciones limitadas),69588,2022-06-01
Adrianna Vineyard - River Stones - Malbec 2018,Catena Zapata (Ediciones limitadas),30293,2022-06-01
Adrianna Vineyard - Fortuna Terrae Malbec 2018,Catena Zapata (Ediciones limitadas),24255,2022-06-01
Adrianna Vineyard - White Bones - Chardonnay 2018,Catena Zapata (Ediciones limitadas),29529,2022-06-01
Adrianna Vineyard - White Bones - Chardonnay 2019,Catena Zapata (Ediciones limitadas),26226,2022-06-01
Adrianna Vineyard - White Stones - Chardonnay 2018,Catena Zapata (Ediciones limitadas),23049,2022-06-01
Adrianna Vineyard - White Stones - Chardonnay 2019,Catena Zapata (Ediciones limitadas),21078,2022-06-01
Don Malbec,Escorihuela Gascón,8820,2022-06-01
Miguel Escorihuela Gascon Malbec,Escorihuela Gascón,5530,2022-06-01
The President Blend,Escorihuela Gascón,4620,2022-06-01
Pequeñas Producciones Malbec,Escorihuela Gascón,3430,2022-06-01
Pequeñas Producciones Cabernet Sauvignon,Escorihuela Gascón,3430,2022-06-01
Pequeñas Producciones Pinot Noir,Escorihuela Gascón,3430,2022-06-01
Pequeñas Producciones Cabernet Franc,Escorihuela Gascón,3430,2022-06-01
Pequeñas Producciones Chardonnay,Escorihuela Gascón,3430,2022-06-01
Rutini Apartado Gran Malbec,La Rural,11514,2022-06-01
Rutini Rose de Malbec,La Rural,5216,2022-06-01
Coleccion Rutini Malbec x 375 ml.,La Rural,2124,2022-06-01
Colección Rutini Cabernet Sauvignon - Malbec x 375 ml.,La Rural,1307,2022-06-01
Finca Los Nobles Malbec Single Vineyard,Luigi Bosca,6750,2022-06-01
Finca Los Nobles Chardonnay,Luigi Bosca,2700,2022-06-01
Casarena Icono Blend,Casarena,4900,2022-06-01
Casarena DNA Malbec,Casarena,4270,2022-06-01
Casarena DNA Cabernet Sauvignon,Casarena,4270,2022-06-01
Cruzat Milesimee 2014,Bodega Cruzat,4830,2022-06-01
Sophenia Roberto L,Finca Sophenia,4830,2022-06-01
Casa Boher Gran Corte,Bodega Rosell Boher,6480,2022-06-01
Casa Boher Gran Reserva Blend,Bodega Rosell Boher,5040,2022-06-01
Casa Boher Gran Reserva Chardonnay,Bodega Rosell Boher,4770,2022-06-01
Altaluvia Malbec,Doña Paula,3859,2022-06-01
Altaluvia Cabernet Franc,Doña Paula,3859,2022-06-01
Altaluvia Riesling,Doña Paula,3859,2022-06-01
Doña Paula Estate Malbec x 375 ml.,Doña Paula,471,2022-06-01
Andeluna Blanc de Franc Rose,Bodega Andeluna,1855,2022-06-01
Gran VU Blend,Bodega Salentein,11550,2022-06-01
Rincon Famoso Tinto x 375 ml.,Bodegas y Viñedos López,330,2022-06-01
Chateau Vieux Tinto x 375 ml.,Bodegas y Viñedos López,592,2022-06-01
Otronia Block I Pinot Noir,"Otronia - Patagonia Extrema, Chubut",9200,2022-06-01
Otronia Block III & VI Chardonnay,"Otronia - Patagonia Extrema, Chubut",9200,2022-06-01
