vino,bodega,precio,fecha
Luigi Bosca Malbec x 375 ml.,Luigi Bosca,285,2019-07-01
Finca La Linda Malbec x 375 ml.,Luigi Bosca,165,2019-07-01
Alta Vista Premium Malbec x 375 ml.,Alta Vista,208,2019-07-01
Nieto Senetiner Brut Nature x 375,Bodega Nieto Senetiner,163,2019-07-01
Nieto Senetiner Brut Nature x 187,Bodega Nieto Senetiner,92,2019-07-01
Casarena DNA Malbec,Casarena,869,2019-07-01
Cruzat Larrain Milesimee 2006,Bodega Cruzat Larrain,1610,2019-07-01
RJ Distinto,Bodega Joffre e Hijas,1435,2019-07-01
RJ Malbec,Bodega Joffre e Hijas,1295,2019-07-01
Sophenia Roberto L,Finca Sophenia,1260,2019-07-01
Septima Gran Malbec,Séptima,1750,2019-07-01
Rosell Boher Grand Cuvee 70 meses sobre Lías,Bodega Rosell Boher,2880,2019-07-01
Vicentin Maldito Malbec,Vicentín Family Wines,854,2019-07-01
Doña Paula Estate Malbec x 375 ml.,Doña Paula,168,2019-07-01
Altimus,El Esteco,1291,2019-07-01
Chañar Punco,El Esteco,1174,2019-07-01
Yacuil Malbec 2015,Tacuil – Familia Dávalos,2365,2019-07-01
Noemia Malbec 2016,Noemía,3600,2019-07-01
