vino,bodega,precio,fecha
Angelica Zapata Chardonnay,Catena Zapata,570,2019-02-01
D.V. Catena Cabernet - Cabernet,Catena Zapata,750,2019-02-01
D.V. Catena Malbec - Malbec,Catena Zapata,566,2019-02-01
D.V. Catena Pinot Noir - Pinot Noir,Catena Zapata,562,2019-02-01
D.V. Catena Cabernet - Syrah,Catena Zapata,429,2019-02-01
D.V. Catena Malbec - Grenache,Catena Zapata,429,2019-02-01
D.V. Catena Cabernet - Malbec,Catena Zapata,429,2019-02-01
D.V. Catena Chardonnay - Chardonnay,Catena Zapata,412,2019-02-01
Saint Felicien Bonarda,Catena Zapata,348,2019-02-01
Catena Zapata Estiba Reservada 2009,Catena Zapata (Ediciones limitadas),14742,2019-02-01
Catena Zapata Estiba Reservada 2010,Catena Zapata (Ediciones limitadas),13410,2019-02-01
Catena Zapata Estiba Reservada 2013,Catena Zapata (Ediciones limitadas),10071,2019-02-01
Nicolas Catena Zapata 2014,Catena Zapata (Ediciones limitadas),2943,2019-02-01
Catena Zapata Malbec Argentino 2015,Catena Zapata (Ediciones limitadas),2632,2019-02-01
Adrianna Vineyard - White Bones - Chardonnay 2012,Catena Zapata (Ediciones limitadas),4675,2019-02-01
Adrianna Vineyard - White Bones - Chardonnay 2015,Catena Zapata (Ediciones limitadas),3514,2019-02-01
Adrianna Vineyard - White Bones - Chardonnay 2016,Catena Zapata (Ediciones limitadas),3195,2019-02-01
Adrianna Vineyard - Fortuna Terrae Malbec 2013,Catena Zapata (Ediciones limitadas),4878,2019-02-01
Adrianna Vineyard - Fortuna Terrae Malbec 2014,Catena Zapata (Ediciones limitadas),4437,2019-02-01
Adrianna Vineyard - Fortuna Terrae Malbec 2015,Catena Zapata (Ediciones limitadas),4032,2019-02-01
Adrianna Vineyard - River Stones - Malbec 2013,Catena Zapata (Ediciones limitadas),4878,2019-02-01
Adrianna Vineyard - River Stones - Malbec 2014,Catena Zapata (Ediciones limitadas),4437,2019-02-01
Adrianna Vineyard - River Stones - Malbec 2015,Catena Zapata (Ediciones limitadas),4032,2019-02-01
Adrianna Vineyard - White Stones - Chardonnay 2015,Catena Zapata (Ediciones limitadas),2475,2019-02-01
Adrianna Vineyard - White Stones - Chardonnay 2016,Catena Zapata (Ediciones limitadas),2250,2019-02-01
Don Malbec,Escorihuela Gascón,1470,2019-02-01
Miguel Escorihuela Gascon Malbec,Escorihuela Gascón,980,2019-02-01
Pequeñas Producciones Malbec,Escorihuela Gascón,528,2019-02-01
Pequeñas Producciones Cabernet Sauvignon,Escorihuela Gascón,528,2019-02-01
Pequeñas Producciones Syrah,Escorihuela Gascón,528,2019-02-01
Pequeñas Producciones Chardonnay,Escorihuela Gascón,528,2019-02-01
Coleccion Rutini Malbec x 375 ml.,La Rural,403,2019-02-01
Colección Rutini Cabernet - Malbec x 375 ml.,La Rural,274,2019-02-01
Trumpeter Malbec x 375 ml.,La Rural,156,2019-02-01
Luigi Bosca Icono,Luigi Bosca,4080,2019-02-01
Alta Vista Premium Malbec x 375 ml.,Alta Vista,181,2019-02-01
Nieto Senetiner Brut Nature x 375,Bodega Nieto Senetiner,142,2019-02-01
Cruzat Larrain Milesimee 2006,Bodega Cruzat Larrain,1386,2019-02-01
RJ Distinto,Bodega Joffre e Hijas,994,2019-02-01
RJ Malbec,Bodega Joffre e Hijas,910,2019-02-01
Sophenia Roberto L,Finca Sophenia,945,2019-02-01
Septima Gran Malbec,Séptima,1750,2019-02-01
Rosell Boher Grand Cuvee 70 meses sobre Lías,Bodega Rosell Boher,2340,2019-02-01
Vicentin Maldito Malbec,Vicentín Family Wines,777,2019-02-01
Vicentin Colosso Malbec,Vicentín Family Wines,679,2019-02-01
Doña Paula Estate Malbec x 375 ml.,Doña Paula,166,2019-02-01
Altimus,El Esteco,1152,2019-02-01
Chañar Punco,El Esteco,1097,2019-02-01
Yacuil Malbec 2013,Tacuil – Familia Dávalos,2210,2019-02-01
Yacuil Malbec 2015,Tacuil – Familia Dávalos,2040,2019-02-01
Noemia Malbec 2016,Noemía,3360,2019-02-01
Noemía 2015,Noemía,3120,2019-02-01
