vino,bodega,precio,fecha
Las Perdices Espumante Champenoise Extra Brut,Viña Las Perdices,966,2022-02-01
Las Perdices Viognier Cosecha Tardia x 500 ml.,Viña Las Perdices,966,2022-02-01
D.V. Catena Adrianna Malbec Tupungato Alto,Catena Zapata,4447,2022-02-01
D.V. Catena Nicasia Malbec Altamira,Catena Zapata,4132,2022-02-01
D.V. Catena La Piramide Cabernet Sauvignon Agrelo,Catena Zapata,4132,2022-02-01
D.V. Catena Espumante Nature,Catena Zapata,3120,2022-02-01
Angelica Zapata Malbec,Catena Zapata,4642,2022-02-01
Angelica Zapata Cabernet Franc,Catena Zapata,3277,2022-02-01
Angelica Zapata Cabernet Sauvignon,Catena Zapata,2572,2022-02-01
Angelica Zapata Merlot,Catena Zapata,2572,2022-02-01
Angelica Zapata Chardonnay,Catena Zapata,2340,2022-02-01
D.V. Catena Cabernet - Cabernet,Catena Zapata,2962,2022-02-01
D.V. Catena Malbec - Malbec,Catena Zapata,2887,2022-02-01
D.V. Catena Pinot Noir - Pinot Noir,Catena Zapata,2418,2022-02-01
D.V. Catena Syrah - Syrah,Catena Zapata,2070,2022-02-01
D.V. Catena Cabernet - Malbec,Catena Zapata,1597,2022-02-01
D.V. Catena Chardonnay - Chardonnay,Catena Zapata,1552,2022-02-01
Saint Felicien Bonarda,Catena Zapata,2520,2022-02-01
Nicolas Catena Zapata 2017,Catena Zapata (Ediciones limitadas),16848,2022-02-01
Nicolas Catena Zapata 2018,Catena Zapata (Ediciones limitadas),15444,2022-02-01
Catena Zapata Malbec Argentino 2019,Catena Zapata (Ediciones limitadas),14040,2022-02-01
Nicola Catena Bonarda,Catena Zapata (Ediciones limitadas),7128,2022-02-01
Saint Felicien Rose,Catena Zapata (Ediciones limitadas),4252,2022-02-01
Adrianna Vineyard - Fortuna Terrae Malbec 2017,Catena Zapata (Ediciones limitadas),22743,2022-02-01
Adrianna Vineyard - White Bones - Chardonnay 2018,Catena Zapata (Ediciones limitadas),25182,2022-02-01
Adrianna Vineyard - White Bones - Chardonnay 2019,Catena Zapata (Ediciones limitadas),22365,2022-02-01
Adrianna Vineyard - White Stones - Chardonnay 2018,Catena Zapata (Ediciones limitadas),19656,2022-02-01
Adrianna Vineyard - White Stones - Chardonnay 2019,Catena Zapata (Ediciones limitadas),17973,2022-02-01
Don Malbec,Escorihuela Gascón,6230,2022-02-01
Miguel Escorihuela Gascon Malbec,Escorihuela Gascón,3920,2022-02-01
The President Blend,Escorihuela Gascón,2842,2022-02-01
Pequeñas Producciones Malbec,Escorihuela Gascón,2345,2022-02-01
Pequeñas Producciones Syrah,Escorihuela Gascón,2345,2022-02-01
Pequeñas Producciones Cabernet Sauvignon,Escorihuela Gascón,2345,2022-02-01
Pequeñas Producciones Pinot Noir,Escorihuela Gascón,2345,2022-02-01
Pequeñas Producciones Chardonnay,Escorihuela Gascón,2345,2022-02-01
Rutini Rose de Malbec,La Rural,4106,2022-02-01
Coleccion Rutini Malbec x 375 ml.,La Rural,1672,2022-02-01
Colección Rutini Cabernet Sauvignon - Malbec x 375 ml.,La Rural,1028,2022-02-01
Luigi Bosca Icono 2011,Luigi Bosca,17062,2022-02-01
Luigi Bosca Icono 2015,Luigi Bosca,14212,2022-02-01
Luigi Bosca Icono 2018,Luigi Bosca,11820,2022-02-01
Finca Los Nobles Cabernet Bouchet,Luigi Bosca,4672,2022-02-01
Finca Los Nobles Malbec Verdot,Luigi Bosca,4672,2022-02-01
Finca Los Nobles Chardonnay,Luigi Bosca,2347,2022-02-01
Casarena DNA Malbec,Casarena,3640,2022-02-01
Casarena DNA Cabernet Sauvignon,Casarena,3640,2022-02-01
Cruzat Milesimee 2014,Bodega Cruzat,3150,2022-02-01
Sophenia Roberto L,Finca Sophenia,3570,2022-02-01
Septima Gran Malbec,Séptima,6006,2022-02-01
Casa Boher Gran Corte,Bodega Rosell Boher,6120,2022-02-01
Casa Boher Gran Reserva Blend,Bodega Rosell Boher,4410,2022-02-01
Casa Boher Gran Reserva Chardonnay,Bodega Rosell Boher,4050,2022-02-01
Altaluvia Malbec,Doña Paula,3045,2022-02-01
Altaluvia Cabernet Franc,Doña Paula,3045,2022-02-01
Altaluvia Riesling,Doña Paula,3045,2022-02-01
Doña Paula Estate Malbec x 375 ml.,Doña Paula,371,2022-02-01
Gran VU Blend,Bodega Salentein,8750,2022-02-01
Montchenot Tinto x 375 ml.,Bodegas y Viñedos López,574,2022-02-01
Chateau Vieux Tinto x 375 ml.,Bodegas y Viñedos López,381,2022-02-01
Rincon Famoso Tinto x 375 ml.,Bodegas y Viñedos López,261,2022-02-01
Otronia III & IV Chardonnay,"Otronia - Patagonia Extrema, Chubut",6160,2022-02-01
