vino,bodega,precio,fecha
Cruzat Milesimee 2014,Bodega Cruzat,2590,2021-04-01
Sophenia Roberto L,Finca Sophenia,2590,2021-04-01
Casa Boher Gran Corte,Bodega Rosell Boher,3150,2021-04-01
Casa Boher Gran Reserva Blend,Bodega Rosell Boher,2340,2021-04-01
Casa Boher Gran Reserva Chardonnay,Bodega Rosell Boher,2070,2021-04-01
Vicentin Maldito Malbec,Vicentín Family Wines,2135,2021-04-01
Doña Paula Estate Malbec x 375 ml.,Doña Paula,304,2021-04-01
Andeluna Blanc de Franc Rose,Bodega Andeluna,1488,2021-04-01
Gran VU Blend,Bodega Salentein,4853,2021-04-01
Montchenot Tinto x 375 ml.,Bodegas y Viñedos López,385,2021-04-01
Chateau Vieux Tinto x 375 ml.,Bodegas y Viñedos López,266,2021-04-01
Rincon Famoso Tinto x 375 ml.,Bodegas y Viñedos López,145,2021-04-01
Amalaya Malbec x 375 ml.,Colomé / Amalaya,231,2021-04-01
Altimus,El Esteco,2923,2021-04-01
Chañar Punco,El Esteco,2492,2021-04-01
El Porvenir,El Porvenir,2450,2021-04-01
Laborum de Parcela Malbec Rio Seco,El Porvenir,1365,2021-04-01
Laborum de Parcela Tannat Rio Seco,El Porvenir,1365,2021-04-01
Laborum de Parcela Malbec Los Cuises,El Porvenir,1365,2021-04-01
Laborum de Parcela Chardonnay Los Cuises,El Porvenir,1365,2021-04-01
Pequeñas Fermentaciones Bonarda,El Porvenir,841,2021-04-01
Pequeñas Fermentaciones Naranjo,El Porvenir,841,2021-04-01
Pequeñas Fermentaciones Marssanne - Roussanne,El Porvenir,841,2021-04-01
Pequeñas Fermentaciones Chardonnay - Semillon,El Porvenir,841,2021-04-01
Yacuil Malbec 2015,Yacuil (Yacochuya + Tacuil),4587,2021-04-01
Pyros Limestone Hill Malbec,Pyros,3750,2021-04-01
Noemia Malbec 2017,Noemía,15200,2021-04-01
Noemía 2018,Noemía,13600,2021-04-01
Otronia I Pinot Noir,"Otronia - Patagonia Extrema, Chubut",4400,2021-04-01
Otronia III & IV Chardonnay,"Otronia - Patagonia Extrema, Chubut",4400,2021-04-01
