vino,bodega,precio,fecha
Catena Zapata Estiba Reservada 2009,Catena Zapata (Ediciones limitadas),10890,2018-09-01
Catena Zapata Estiba Reservada 2010,Catena Zapata (Ediciones limitadas),9810,2018-09-01
Catena Zapata Estiba Reservada 2013,Catena Zapata (Ediciones limitadas),7425,2018-09-01
Catena Zapata Malbec Argentino 2013,Catena Zapata (Ediciones limitadas),2673,2018-09-01
Nicolas Catena Zapata 2013,Catena Zapata (Ediciones limitadas),3780,2018-09-01
Adrianna Vineyard - White Bones - Chardonnay 2012,Catena Zapata (Ediciones limitadas),9882,2018-09-01
Adrianna Vineyard - White Bones - Chardonnay 2014,Catena Zapata (Ediciones limitadas),3689,2018-09-01
Adrianna Vineyard - Fortuna Terrae Malbec 2013,Catena Zapata (Ediciones limitadas),3591,2018-09-01
Adrianna Vineyard - River Stones - Malbec 2012,Catena Zapata (Ediciones limitadas),3960,2018-09-01
Adrianna Vineyard - River Stones - Malbec 2013,Catena Zapata (Ediciones limitadas),3591,2018-09-01
Don Malbec,Escorihuela Gascón,1470,2018-09-01
Miguel Escorihuela Gascon Malbec,Escorihuela Gascón,875,2018-09-01
Pequeñas Producciones Malbec,Escorihuela Gascón,490,2018-09-01
Pequeñas Producciones Cabernet Sauvignon,Escorihuela Gascón,490,2018-09-01
Pequeñas Producciones Syrah,Escorihuela Gascón,490,2018-09-01
Pequeñas Producciones Chardonnay,Escorihuela Gascón,490,2018-09-01
Colección Rutini Malbec x 375 ml.,La Rural,366,2018-09-01
Colección Rutini Cabernet - Malbec x 375 ml.,La Rural,249,2018-09-01
Trumpeter Malbec x 375 ml.,La Rural,142,2018-09-01
Luigi Bosca Icono,Luigi Bosca,3150,2018-09-01
Alta Vista Premium Malbec x 375 ml.,Alta Vista,143,2018-09-01
Casarena DNA Malbec,Casarena,869,2018-09-01
Cruzat Larrain Milesimee 2006,Bodega Cruzat Larrain,1360,2018-09-01
RJ Distinto,Bodega Joffre e Hijas,714,2018-09-01
RJ Malbec,Bodega Joffre e Hijas,693,2018-09-01
Sophenia Roberto L,Finca Sophenia,875,2018-09-01
Septima Gran Malbec,Séptima,1540,2018-09-01
Doña Paula Estate Malbec x 375 ml.,Doña Paula,133,2018-09-01
Altimus,El Esteco,862,2018-09-01
Chañar Punco,El Esteco,821,2018-09-01
Yacuil Malbec 2013,Tacuil – Familia Dávalos,1640,2018-09-01
Noemía 2014,Noemía,3040,2018-09-01
Noemía 2015,Noemía,2880,2018-09-01
