vino,bodega,precio,fecha
Saint Felicien Rose,Catena Zapata (Ediciones limitadas),4252,2022-03-01
Adrianna Vineyard - Mundus Bacillus Terrae - Malbec 2011,Catena Zapata (Ediciones limitadas),104832,2022-03-01
Adrianna Vineyard - Mundus Bacillus Terrae - Malbec 2014,Catena Zapata (Ediciones limitadas),90418,2022-03-01
Adrianna Vineyard - Mundus Bacillus Terrae - Malbec 2015,Catena Zapata (Ediciones limitadas),78763,2022-03-01
Adrianna Vineyard - Mundus Bacillus Terrae - Malbec 2016,Catena Zapata (Ediciones limitadas),71698,2022-03-01
Adrianna Vineyard - Mundus Bacillus Terrae - Malbec 2017,Catena Zapata (Ediciones limitadas),65146,2022-03-01
Adrianna Vineyard - Mundus Bacillus Terrae - Malbec 2018,Catena Zapata (Ediciones limitadas),59346,2022-03-01
Adrianna Vineyard - Fortuna Terrae Malbec 2017,Catena Zapata (Ediciones limitadas),22743,2022-03-01
Adrianna Vineyard - White Bones - Chardonnay 2018,Catena Zapata (Ediciones limitadas),25182,2022-03-01
Adrianna Vineyard - White Bones - Chardonnay 2019,Catena Zapata (Ediciones limitadas),22365,2022-03-01
Adrianna Vineyard - White Stones - Chardonnay 2018,Catena Zapata (Ediciones limitadas),19656,2022-03-01
Adrianna Vineyard - White Stones - Chardonnay 2019,Catena Zapata (Ediciones limitadas),17973,2022-03-01
Don Malbec,Escorihuela Gascón,6860,2022-03-01
Miguel Escorihuela Gascon Malbec,Escorihuela Gascón,4270,2022-03-01
The President Blend,Escorihuela Gascón,3150,2022-03-01
Pequeñas Producciones Malbec,Escorihuela Gascón,2730,2022-03-01
Pequeñas Producciones Cabernet Sauvignon,Escorihuela Gascón,2730,2022-03-01
Pequeñas Producciones Pinot Noir,Escorihuela Gascón,2730,2022-03-01
Rutini Rose de Malbec,La Rural,4516,2022-03-01
Coleccion Rutini Malbec x 375 ml.,La Rural,1839,2022-03-01
Colección Rutini Cabernet Sauvignon - Malbec x 375 ml.,La Rural,1131,2022-03-01
Luigi Bosca Icono 2011,Luigi Bosca,17062,2022-03-01
Luigi Bosca Icono 2015,Luigi Bosca,14212,2022-03-01
Finca Los Nobles Cabernet Bouchet,Luigi Bosca,4672,2022-03-01
Finca Los Nobles Chardonnay,Luigi Bosca,2347,2022-03-01
Casarena Icono Blend,Casarena,4900,2022-03-01
Casarena DNA Malbec,Casarena,4270,2022-03-01
Casarena DNA Cabernet Sauvignon,Casarena,4270,2022-03-01
Cruzat Milesimee 2014,Bodega Cruzat,4130,2022-03-01
Sophenia Roberto L,Finca Sophenia,3570,2022-03-01
Septima Gran Malbec,Séptima,6880,2022-03-01
Casa Boher Gran Corte,Bodega Rosell Boher,6120,2022-03-01
Casa Boher Gran Reserva Blend,Bodega Rosell Boher,4410,2022-03-01
Casa Boher Gran Reserva Chardonnay,Bodega Rosell Boher,4050,2022-03-01
Altaluvia Malbec,Doña Paula,3508,2022-03-01
Altaluvia Cabernet Franc,Doña Paula,3508,2022-03-01
Altaluvia Riesling,Doña Paula,3508,2022-03-01
Doña Paula Estate Malbec x 375 ml.,Doña Paula,428,2022-03-01
Andeluna Blanc de Franc Rose,Bodega Andeluna,1613,2022-03-01
Gran VU Blend,Bodega Salentein,8750,2022-03-01
Montchenot Tinto x 375 ml.,Bodegas y Viñedos López,574,2022-03-01
Chateau Vieux Tinto x 375 ml.,Bodegas y Viñedos López,381,2022-03-01
Rincon Famoso Tinto x 375 ml.,Bodegas y Viñedos López,261,2022-03-01
Otronia Block I Pinot Noir,"Otronia - Patagonia Extrema, Chubut",7840,2022-03-01
Otronia Block III & VI Chardonnay,"Otronia - Patagonia Extrema, Chubut",7840,2022-03-01
Araucana Malbec,Araucana Patagonia by Casa Pirque,3196,2022-03-01
